year,month,heading11,countryID,countryNameTH,weight,quantity,price,tradeflow,productDetailEN,productDetailTH,ETL_DATE
2567,2,3025900000,FR,ฝรั่งเศส,3,3,1656,1,#NAME?,ปลาอื่นๆในวงเบรกมาเซโรทิดี สด แช่เย็น,13/05/2025 06:00
2567,2,3025900000,KH,กัมพูชา,7100,7100,106500,1,#NAME?,ปลาอื่นๆในวงเบรกมาเซโรทิดี สด แช่เย็น,13/05/2025 06:00
2567,2,3025900000,MY,มาเลเซีย,2000,2000,15290,1,#NAME?,ปลาอื่นๆในวงเบรกมาเซโรทิดี สด แช่เย็น,13/05/2025 06:00
2567,3,3025900000,MM,พม่า,156290,156290,2212545,1,#NAME?,ปลาอื่นๆในวงเบรกมาเซโรทิดี สด แช่เย็น,13/05/2025 06:00
2567,3,3025900000,KH,กัมพูชา,600,600,9000,1,#NAME?,ปลาอื่นๆในวงเบรกมาเซโรทิดี สด แช่เย็น,13/05/2025 06:00
2567,3,3025900000,FR,ฝรั่งเศส,5,5,3816,1,#NAME?,ปลาอื่นๆในวงเบรกมาเซโรทิดี สด แช่เย็น,13/05/2025 06:00
2567,3,3025900000,MY,มาเลเซีย,620,601,4743,1,#NAME?,ปลาอื่นๆในวงเบรกมาเซโรทิดี สด แช่เย็น,13/05/2025 06:00
2567,4,3025900000,MM,พม่า,220190,220190,3183575,1,#NAME?,ปลาอื่นๆในวงเบรกมาเซโรทิดี สด แช่เย็น,13/05/2025 06:00
2567,5,3025900000,MM,พม่า,99230,99230,1643850,1,#NAME?,ปลาอื่นๆในวงเบรกมาเซโรทิดี สด แช่เย็น,13/05/2025 06:00
2567,5,3025900000,FR,ฝรั่งเศส,4,4,2482,1,#NAME?,ปลาอื่นๆในวงเบรกมาเซโรทิดี สด แช่เย็น,13/05/2025 06:00
2567,5,3025900000,MY,มาเลเซีย,3200,3200,83967,1,#NAME?,ปลาอื่นๆในวงเบรกมาเซโรทิดี สด แช่เย็น,13/05/2025 06:00
2567,6,3025900000,MM,พม่า,27720,27720,899980,1,#NAME?,ปลาอื่นๆในวงเบรกมาเซโรทิดี สด แช่เย็น,13/05/2025 06:00
2567,6,3025900000,FR,ฝรั่งเศส,6,6,4411,1,#NAME?,ปลาอื่นๆในวงเบรกมาเซโรทิดี สด แช่เย็น,13/05/2025 06:00
2567,6,3025900000,MY,มาเลเซีย,5700,5700,129052,1,#NAME?,ปลาอื่นๆในวงเบรกมาเซโรทิดี สด แช่เย็น,13/05/2025 06:00
2567,6,3025900000,JP,ญี่ปุ่น,3,3,2332,1,#NAME?,ปลาอื่นๆในวงเบรกมาเซโรทิดี สด แช่เย็น,13/05/2025 06:00
2567,10,3025900000,JP,ญี่ปุ่น,2,2,1073,1,#NAME?,ปลาอื่นๆในวงเบรกมาเซโรทิดี สด แช่เย็น,13/05/2025 06:00
2567,10,3025900000,MM,พม่า,626655,626655,8543715,1,#NAME?,ปลาอื่นๆในวงเบรกมาเซโรทิดี สด แช่เย็น,13/05/2025 06:00
2567,10,3025900000,MY,มาเลเซีย,2650,2504,60927,1,#NAME?,ปลาอื่นๆในวงเบรกมาเซโรทิดี สด แช่เย็น,13/05/2025 06:00
2567,10,3025900000,KH,กัมพูชา,8000,8000,120000,1,#NAME?,ปลาอื่นๆในวงเบรกมาเซโรทิดี สด แช่เย็น,13/05/2025 06:00
2567,11,3025900000,MM,พม่า,617780,617780,7698960,1,#NAME?,ปลาอื่นๆในวงเบรกมาเซโรทิดี สด แช่เย็น,13/05/2025 06:00
2567,11,3025900000,MY,มาเลเซีย,180,3,1837,1,#NAME?,ปลาอื่นๆในวงเบรกมาเซโรทิดี สด แช่เย็น,13/05/2025 06:00
2567,11,3025900000,KH,กัมพูชา,29600,29600,444000,1,#NAME?,ปลาอื่นๆในวงเบรกมาเซโรทิดี สด แช่เย็น,13/05/2025 06:00
2567,12,3025900000,MM,พม่า,320740,320740,3804320,1,#NAME?,ปลาอื่นๆในวงเบรกมาเซโรทิดี สด แช่เย็น,13/05/2025 06:00
2567,12,3025900000,MY,มาเลเซีย,6420,5508,137313,1,#NAME?,ปลาอื่นๆในวงเบรกมาเซโรทิดี สด แช่เย็น,13/05/2025 06:00
2567,12,3025900000,KH,กัมพูชา,1220,1220,18300,1,#NAME?,ปลาอื่นๆในวงเบรกมาเซโรทิดี สด แช่เย็น,13/05/2025 06:00
2567,11,3027100002,MY,มาเลเซีย,50,50,3049,1,Red tilapia (Tabtim) excluding livers and roes fresh and chilled,ปลาทับทิม สด แช่เย็น ไม่รวมตับและไข่,13/05/2025 06:00
2567,12,3027100002,MY,มาเลเซีย,1455,1455,89033,1,Red tilapia (Tabtim) excluding livers and roes fresh and chilled,ปลาทับทิม สด แช่เย็น ไม่รวมตับและไข่,13/05/2025 06:00
2567,7,3027290090,KH,กัมพูชา,2210,2210,220200,1,Other fish,ปลาแคทฟิชอื่นๆ,13/05/2025 06:00
2567,8,3027290090,KH,กัมพูชา,2430,2430,232800,1,Other fish,ปลาแคทฟิชอื่นๆ,13/05/2025 06:00
2567,9,3027290090,KH,กัมพูชา,1190,1190,71400,1,Other fish,ปลาแคทฟิชอื่นๆ,13/05/2025 06:00
2567,1,3027290090,KH,กัมพูชา,1700,1700,204000,1,Other fish,ปลาแคทฟิชอื่นๆ,13/05/2025 06:00
2567,2,3027290090,JP,ญี่ปุ่น,2,1,2681,1,Other fish,ปลาแคทฟิชอื่นๆ,13/05/2025 06:00
2567,2,3027290090,KH,กัมพูชา,2870,2870,259080,1,Other fish,ปลาแคทฟิชอื่นๆ,13/05/2025 06:00
2567,3,3027290090,KH,กัมพูชา,4050,4050,336000,1,Other fish,ปลาแคทฟิชอื่นๆ,13/05/2025 06:00
2567,4,3027290090,KH,กัมพูชา,1320,1320,158400,1,Other fish,ปลาแคทฟิชอื่นๆ,13/05/2025 06:00
2567,5,3027290090,KH,กัมพูชา,1590,1590,190800,1,Other fish,ปลาแคทฟิชอื่นๆ,13/05/2025 06:00
2567,6,3027290090,KH,กัมพูชา,1680,1680,189600,1,Other fish,ปลาแคทฟิชอื่นๆ,13/05/2025 06:00
2567,10,3027290090,KH,กัมพูชา,635,635,38100,1,Other fish,ปลาแคทฟิชอื่นๆ,13/05/2025 06:00
2567,11,3027290090,KH,กัมพูชา,1050,1050,105000,1,Other fish,ปลาแคทฟิชอื่นๆ,13/05/2025 06:00
2567,12,3027290090,KH,กัมพูชา,3040,3040,288470,1,Other fish,ปลาแคทฟิชอื่นๆ,13/05/2025 06:00
2567,7,3027400000,KH,กัมพูชา,3500,3500,52500,1,- - Eels (Anguilla spp .),ปลาไหลแองกูลลา สดแช่เย็น,13/05/2025 06:00
2567,7,3027400000,JP,ญี่ปุ่น,1115,1230,1679589,1,- - Eels (Anguilla spp .),ปลาไหลแองกูลลา สดแช่เย็น,13/05/2025 06:00
2567,7,3027400000,KR,เกาหลีใต้,160,160,32551,1,- - Eels (Anguilla spp .),ปลาไหลแองกูลลา สดแช่เย็น,13/05/2025 06:00
2567,8,3027400000,KH,กัมพูชา,5000,5000,75000,1,- - Eels (Anguilla spp .),ปลาไหลแองกูลลา สดแช่เย็น,13/05/2025 06:00
2567,8,3027400000,JP,ญี่ปุ่น,1218,1334,1712627,1,- - Eels (Anguilla spp .),ปลาไหลแองกูลลา สดแช่เย็น,13/05/2025 06:00
2567,8,3027400000,KR,เกาหลีใต้,240,240,35536,1,- - Eels (Anguilla spp .),ปลาไหลแองกูลลา สดแช่เย็น,13/05/2025 06:00
2567,9,3027400000,KR,เกาหลีใต้,200,200,24867,1,- - Eels (Anguilla spp .),ปลาไหลแองกูลลา สดแช่เย็น,13/05/2025 06:00
2567,9,3027400000,KH,กัมพูชา,4000,4000,60000,1,- - Eels (Anguilla spp .),ปลาไหลแองกูลลา สดแช่เย็น,13/05/2025 06:00
2567,9,3027400000,JP,ญี่ปุ่น,1243,1357,1767750,1,- - Eels (Anguilla spp .),ปลาไหลแองกูลลา สดแช่เย็น,13/05/2025 06:00
2567,1,3027400000,KH,กัมพูชา,6000,6000,90000,1,- - Eels (Anguilla spp .),ปลาไหลแองกูลลา สดแช่เย็น,13/05/2025 06:00
2567,1,3027400000,JP,ญี่ปุ่น,937,993,1386545,1,- - Eels (Anguilla spp .),ปลาไหลแองกูลลา สดแช่เย็น,13/05/2025 06:00
2567,1,3027400000,KR,เกาหลีใต้,120,120,17212,1,- - Eels (Anguilla spp .),ปลาไหลแองกูลลา สดแช่เย็น,13/05/2025 06:00
2567,2,3027400000,KR,เกาหลีใต้,200,200,27878,1,- - Eels (Anguilla spp .),ปลาไหลแองกูลลา สดแช่เย็น,13/05/2025 06:00
2567,2,3027400000,KH,กัมพูชา,5500,5500,82500,1,- - Eels (Anguilla spp .),ปลาไหลแองกูลลา สดแช่เย็น,13/05/2025 06:00
2567,2,3027400000,JP,ญี่ปุ่น,1063,1139,1562847,1,- - Eels (Anguilla spp .),ปลาไหลแองกูลลา สดแช่เย็น,13/05/2025 06:00
2567,3,3027400000,KR,เกาหลีใต้,200,200,27594,1,- - Eels (Anguilla spp .),ปลาไหลแองกูลลา สดแช่เย็น,13/05/2025 06:00
2567,3,3027400000,KH,กัมพูชา,3000,3000,45000,1,- - Eels (Anguilla spp .),ปลาไหลแองกูลลา สดแช่เย็น,13/05/2025 06:00
2567,3,3027400000,JP,ญี่ปุ่น,1047,1207,1626777,1,- - Eels (Anguilla spp .),ปลาไหลแองกูลลา สดแช่เย็น,13/05/2025 06:00
2567,4,3027400000,KR,เกาหลีใต้,200,200,30716,1,- - Eels (Anguilla spp .),ปลาไหลแองกูลลา สดแช่เย็น,13/05/2025 06:00
2567,4,3027400000,VN,เวียดนาม,1840,1840,73600,1,- - Eels (Anguilla spp .),ปลาไหลแองกูลลา สดแช่เย็น,13/05/2025 06:00
2567,4,3027400000,KH,กัมพูชา,2000,2000,30000,1,- - Eels (Anguilla spp .),ปลาไหลแองกูลลา สดแช่เย็น,13/05/2025 06:00
2567,4,3027400000,JP,ญี่ปุ่น,1000,1099,1503024,1,- - Eels (Anguilla spp .),ปลาไหลแองกูลลา สดแช่เย็น,13/05/2025 06:00
2567,5,3027400000,KH,กัมพูชา,7500,7500,112500,1,- - Eels (Anguilla spp .),ปลาไหลแองกูลลา สดแช่เย็น,13/05/2025 06:00
2567,5,3027400000,JP,ญี่ปุ่น,1066,1124,1658852,1,- - Eels (Anguilla spp .),ปลาไหลแองกูลลา สดแช่เย็น,13/05/2025 06:00
2567,5,3027400000,VN,เวียดนาม,2440,2440,97600,1,- - Eels (Anguilla spp .),ปลาไหลแองกูลลา สดแช่เย็น,13/05/2025 06:00
2567,5,3027400000,KR,เกาหลีใต้,200,200,35958,1,- - Eels (Anguilla spp .),ปลาไหลแองกูลลา สดแช่เย็น,13/05/2025 06:00
2567,6,3027400000,KR,เกาหลีใต้,120,120,20319,1,- - Eels (Anguilla spp .),ปลาไหลแองกูลลา สดแช่เย็น,13/05/2025 06:00
2567,6,3027400000,KH,กัมพูชา,2000,2000,30000,1,- - Eels (Anguilla spp .),ปลาไหลแองกูลลา สดแช่เย็น,13/05/2025 06:00
2567,6,3027400000,JP,ญี่ปุ่น,1055,1158,1492981,1,- - Eels (Anguilla spp .),ปลาไหลแองกูลลา สดแช่เย็น,13/05/2025 06:00
2567,10,3027400000,KH,กัมพูชา,2000,2000,30000,1,- - Eels (Anguilla spp .),ปลาไหลแองกูลลา สดแช่เย็น,13/05/2025 06:00
2567,10,3027400000,JP,ญี่ปุ่น,1185,1285,1797161,1,- - Eels (Anguilla spp .),ปลาไหลแองกูลลา สดแช่เย็น,13/05/2025 06:00
2567,10,3027400000,KR,เกาหลีใต้,160,160,20040,1,- - Eels (Anguilla spp .),ปลาไหลแองกูลลา สดแช่เย็น,13/05/2025 06:00
2567,11,3027400000,KH,กัมพูชา,2500,2500,37500,1,- - Eels (Anguilla spp .),ปลาไหลแองกูลลา สดแช่เย็น,13/05/2025 06:00
2567,11,3027400000,JP,ญี่ปุ่น,1097,1145,1408174,1,- - Eels (Anguilla spp .),ปลาไหลแองกูลลา สดแช่เย็น,13/05/2025 06:00
2567,11,3027400000,KR,เกาหลีใต้,180,180,21218,1,- - Eels (Anguilla spp .),ปลาไหลแองกูลลา สดแช่เย็น,13/05/2025 06:00
2567,12,3027400000,KH,กัมพูชา,1000,1000,15000,1,- - Eels (Anguilla spp .),ปลาไหลแองกูลลา สดแช่เย็น,13/05/2025 06:00
2567,12,3027400000,JP,ญี่ปุ่น,1379,1444,1938386,1,- - Eels (Anguilla spp .),ปลาไหลแองกูลลา สดแช่เย็น,13/05/2025 06:00
2567,12,3027400000,KR,เกาหลีใต้,120,120,12938,1,- - Eels (Anguilla spp .),ปลาไหลแองกูลลา สดแช่เย็น,13/05/2025 06:00
2567,7,3027900001,KH,กัมพูชา,17600,17600,613000,1,Striped snake-head fish excluding livers and roes fresh or chilled,ปลาช่อน สด แช่เย็น ไม่รวมตับและไข่,13/05/2025 06:00
2567,8,3027900001,KH,กัมพูชา,19000,19000,660600,1,Striped snake-head fish excluding livers and roes fresh or chilled,ปลาช่อน สด แช่เย็น ไม่รวมตับและไข่,13/05/2025 06:00
2567,9,3027900001,KH,กัมพูชา,21500,21500,745800,1,Striped snake-head fish excluding livers and roes fresh or chilled,ปลาช่อน สด แช่เย็น ไม่รวมตับและไข่,13/05/2025 06:00
2567,1,3027900001,KH,กัมพูชา,14800,14800,501700,1,Striped snake-head fish excluding livers and roes fresh or chilled,ปลาช่อน สด แช่เย็น ไม่รวมตับและไข่,13/05/2025 06:00
2567,2,3027900001,KH,กัมพูชา,17500,17500,605800,1,Striped snake-head fish excluding livers and roes fresh or chilled,ปลาช่อน สด แช่เย็น ไม่รวมตับและไข่,13/05/2025 06:00
2567,3,3027900001,KH,กัมพูชา,18900,18900,654600,1,Striped snake-head fish excluding livers and roes fresh or chilled,ปลาช่อน สด แช่เย็น ไม่รวมตับและไข่,13/05/2025 06:00
2567,4,3027900001,KH,กัมพูชา,16500,16500,572100,1,Striped snake-head fish excluding livers and roes fresh or chilled,ปลาช่อน สด แช่เย็น ไม่รวมตับและไข่,13/05/2025 06:00
2567,5,3027900001,KH,กัมพูชา,20200,20200,700600,1,Striped snake-head fish excluding livers and roes fresh or chilled,ปลาช่อน สด แช่เย็น ไม่รวมตับและไข่,13/05/2025 06:00
2567,6,3027900001,KH,กัมพูชา,19300,19300,669400,1,Striped snake-head fish excluding livers and roes fresh or chilled,ปลาช่อน สด แช่เย็น ไม่รวมตับและไข่,13/05/2025 06:00
2567,10,3027900001,KH,กัมพูชา,17450,17450,605900,1,Striped snake-head fish excluding livers and roes fresh or chilled,ปลาช่อน สด แช่เย็น ไม่รวมตับและไข่,13/05/2025 06:00
2567,11,3027900001,KH,กัมพูชา,20200,20200,700800,1,Striped snake-head fish excluding livers and roes fresh or chilled,ปลาช่อน สด แช่เย็น ไม่รวมตับและไข่,13/05/2025 06:00
2567,12,3027900001,KH,กัมพูชา,24300,24300,844200,1,Striped snake-head fish excluding livers and roes fresh or chilled,ปลาช่อน สด แช่เย็น ไม่รวมตับและไข่,13/05/2025 06:00
2567,8,3027900090,JP,ญี่ปุ่น,4,4,5131,1,Other fish,ปลาน้ำจืดอื่นๆ สดแช่เย็น,13/05/2025 06:00
2567,9,3027900090,JP,ญี่ปุ่น,5,6,5958,1,Other fish,ปลาน้ำจืดอื่นๆ สดแช่เย็น,13/05/2025 06:00
2567,1,3028100000,MY,มาเลเซีย,2600,2600,31200,1,#NAME?,ปลาฉลามหนูและปลาฉลามอื่นๆ สด แช่เย็น,13/05/2025 06:00
2567,2,3028100000,MY,มาเลเซีย,4470,4470,53640,1,#NAME?,ปลาฉลามหนูและปลาฉลามอื่นๆ สด แช่เย็น,13/05/2025 06:00
2567,3,3028100000,MY,มาเลเซีย,2900,2900,34800,1,#NAME?,ปลาฉลามหนูและปลาฉลามอื่นๆ สด แช่เย็น,13/05/2025 06:00
2567,4,3028100000,MY,มาเลเซีย,3100,3100,37200,1,#NAME?,ปลาฉลามหนูและปลาฉลามอื่นๆ สด แช่เย็น,13/05/2025 06:00
2567,11,3028100000,MY,มาเลเซีย,3400,3400,40800,1,#NAME?,ปลาฉลามหนูและปลาฉลามอื่นๆ สด แช่เย็น,13/05/2025 06:00
2567,12,3028100000,MY,มาเลเซีย,4000,4000,49500,1,#NAME?,ปลาฉลามหนูและปลาฉลามอื่นๆ สด แช่เย็น,13/05/2025 06:00
2567,7,3028200000,FR,ฝรั่งเศส,115,115,68137,1,#NAME?,ปลากระเบน สด แช่เย็น,13/05/2025 06:00
2567,8,3028200000,FR,ฝรั่งเศส,126,126,72011,1,#NAME?,ปลากระเบน สด แช่เย็น,13/05/2025 06:00
2567,9,3028200000,FR,ฝรั่งเศส,102,102,50204,1,#NAME?,ปลากระเบน สด แช่เย็น,13/05/2025 06:00
2567,1,3028200000,FR,ฝรั่งเศส,25,25,11319,1,#NAME?,ปลากระเบน สด แช่เย็น,13/05/2025 06:00
2567,2,3028200000,FR,ฝรั่งเศส,43,43,19915,1,#NAME?,ปลากระเบน สด แช่เย็น,13/05/2025 06:00
2567,3,3028200000,FR,ฝรั่งเศส,50,50,28986,1,#NAME?,ปลากระเบน สด แช่เย็น,13/05/2025 06:00
2567,4,3028200000,FR,ฝรั่งเศส,16,16,8819,1,#NAME?,ปลากระเบน สด แช่เย็น,13/05/2025 06:00
2567,5,3028200000,FR,ฝรั่งเศส,30,30,13940,1,#NAME?,ปลากระเบน สด แช่เย็น,13/05/2025 06:00
2567,6,3028200000,FR,ฝรั่งเศส,48,48,25555,1,#NAME?,ปลากระเบน สด แช่เย็น,13/05/2025 06:00
2567,6,3028200000,MM,พม่า,450,450,22500,1,#NAME?,ปลากระเบน สด แช่เย็น,13/05/2025 06:00
2567,10,3028200000,FR,ฝรั่งเศส,78,78,35279,1,#NAME?,ปลากระเบน สด แช่เย็น,13/05/2025 06:00
2567,11,3028200000,FR,ฝรั่งเศส,131,131,60274,1,#NAME?,ปลากระเบน สด แช่เย็น,13/05/2025 06:00
2567,12,3028200000,FR,ฝรั่งเศส,185,185,84560,1,#NAME?,ปลากระเบน สด แช่เย็น,13/05/2025 06:00
2567,1,3028300000,JP,ญี่ปุ่น,36,36,24325,1,#NAME?,ปลาทูธฟิช สด แช่เย็น,13/05/2025 06:00
2567,2,3028300000,JP,ญี่ปุ่น,16,11,17035,1,#NAME?,ปลาทูธฟิช สด แช่เย็น,13/05/2025 06:00
2567,3,3028300000,JP,ญี่ปุ่น,28,22,24733,1,#NAME?,ปลาทูธฟิช สด แช่เย็น,13/05/2025 06:00
2567,4,3028300000,JP,ญี่ปุ่น,13,14,10304,1,#NAME?,ปลาทูธฟิช สด แช่เย็น,13/05/2025 06:00
2567,5,3028300000,JP,ญี่ปุ่น,6,5,6320,1,#NAME?,ปลาทูธฟิช สด แช่เย็น,13/05/2025 06:00
2567,6,3028300000,JP,ญี่ปุ่น,12,9,12112,1,#NAME?,ปลาทูธฟิช สด แช่เย็น,13/05/2025 06:00
2567,7,3028400000,ES,สเปน,24,24,18785,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,7,3028400000,FR,ฝรั่งเศส,1033,1033,904872,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,7,3028400000,NL,เนเธอร์แลนด์,30,30,11376,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,7,3028400000,ES,สเปน,318,318,214749,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,7,3028400000,TR,ตุรกี,474,474,201946,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,7,3028400000,GR,กรีซ,6,6,2786,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,8,3028400000,ES,สเปน,6,6,1563,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,8,3028400000,FR,ฝรั่งเศส,1553,1553,1287188,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,8,3028400000,NL,เนเธอร์แลนด์,23,23,8699,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,8,3028400000,ES,สเปน,267,267,240179,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,8,3028400000,TR,ตุรกี,508,508,213927,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,8,3028400000,GR,กรีซ,6,6,1956,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,9,3028400000,ES,สเปน,361,361,307681,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,9,3028400000,NL,เนเธอร์แลนด์,44,44,16874,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,9,3028400000,TR,ตุรกี,405,405,147800,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,9,3028400000,FR,ฝรั่งเศส,1116,1116,776822,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,1,3028400000,ES,สเปน,139,139,102324,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,1,3028400000,FR,ฝรั่งเศส,1558,1558,1031320,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,1,3028400000,NL,เนเธอร์แลนด์,120,120,47757,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,1,3028400000,ES,สเปน,511,511,192827,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,1,3028400000,TR,ตุรกี,657,657,356256,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,1,3028400000,GR,กรีซ,30,30,16833,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,2,3028400000,ES,สเปน,396,396,153877,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,2,3028400000,NL,เนเธอร์แลนด์,113,113,43589,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,2,3028400000,FR,ฝรั่งเศส,1549,1549,1454359,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,2,3028400000,TR,ตุรกี,762,762,390002,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,2,3028400000,ES,สเปน,32,32,18127,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,3,3028400000,ES,สเปน,114,114,38949,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,3,3028400000,NL,เนเธอร์แลนด์,81,81,31557,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,3,3028400000,TR,ตุรกี,684,684,297842,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,3,3028400000,FR,ฝรั่งเศส,1092,1092,1041187,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,3,3028400000,ES,สเปน,64,64,32670,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,4,3028400000,ES,สเปน,250,250,125889,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,4,3028400000,NL,เนเธอร์แลนด์,34,34,15764,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,4,3028400000,GR,กรีซ,24,24,11629,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,4,3028400000,FR,ฝรั่งเศส,834,834,652222,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,4,3028400000,TR,ตุรกี,560,560,244571,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,5,3028400000,ES,สเปน,18,18,9051,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,5,3028400000,FR,ฝรั่งเศส,1078,1078,839386,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,5,3028400000,NL,เนเธอร์แลนด์,43,43,16690,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,5,3028400000,ES,สเปน,347,347,238901,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,5,3028400000,TR,ตุรกี,526,526,222592,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,6,3028400000,NL,เนเธอร์แลนด์,24,24,9306,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,6,3028400000,FR,ฝรั่งเศส,875,875,785469,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,6,3028400000,TR,ตุรกี,528,528,238742,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,10,3028400000,ES,สเปน,6,6,2743,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,10,3028400000,FR,ฝรั่งเศส,1429,1429,1059258,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,10,3028400000,NL,เนเธอร์แลนด์,111,111,40933,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,10,3028400000,ES,สเปน,240,240,192465,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,10,3028400000,TR,ตุรกี,354,354,120042,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,11,3028400000,ES,สเปน,24,24,15921,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,11,3028400000,FR,ฝรั่งเศส,1286,1286,1057124,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,11,3028400000,NL,เนเธอร์แลนด์,82,82,32405,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,11,3028400000,ES,สเปน,651,651,400794,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,11,3028400000,TR,ตุรกี,376,376,126057,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,12,3028400000,FR,ฝรั่งเศส,2352,2352,1841148,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,12,3028400000,NL,เนเธอร์แลนด์,114,114,44918,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,12,3028400000,ES,สเปน,740,740,463100,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,12,3028400000,TR,ตุรกี,465,465,179230,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,12,3028400000,GR,กรีซ,54,54,19222,1,#NAME?,ปลากะพงทะเล สด แช่เย็น,13/05/2025 06:00
2567,7,3028500000,JP,ญี่ปุ่น,13754,13374,10325355,1,#NAME?,ปลาซีบรีม สด แช่เย็น,13/05/2025 06:00
2567,7,3028500000,TR,ตุรกี,198,198,72839,1,#NAME?,ปลาซีบรีม สด แช่เย็น,13/05/2025 06:00
2567,7,3028500000,NL,เนเธอร์แลนด์,71,71,28211,1,#NAME?,ปลาซีบรีม สด แช่เย็น,13/05/2025 06:00
