Tr.,MFG,KV,MVA,Age,Year Test,O2,N2,CO2,CO,H2,CH4,C2H2,C2H4,C2H6,C3H6,C3H8,TCG,TEMP,WATER,year_num,R1,R2,R3,R4,R5,Duval_Total,IRM_fault,DRM_fault,RRM_fault,DTM_fault,DPM_fault,fault_majority_vote,faults_index
146.0,OSAKA,115/22,50,34,2023,8000,48222,5751.0,480.0,19.0,142,20.0,72.0,127.0,15.0,56.0,911.0,54,9,8,7.473684210526316,0.2777777777777778,0.14084507042253522,6.35,0.5669291338582677,234.0,F1,Uncertain,Uncertain,Uncertain,T3,F1,2
147.0,MEIDEN,115/22,50,34,2024,22654,88612,2307.0,219.0,2.0,191,20.0,26.0,985.0,25.0,612.0,2035.0,55,8,9,95.5,0.7692307692307693,0.10471204188481675,49.25,0.026395939086294416,237.0,F1,Uncertain,Uncertain,T1,T3,F1,2
147.0,MEIDEN,115/22,50,34,2023,15736,75737,2643.0,232.0,4.0,205,20.0,14.0,850.0,25.0,558.0,1863.0,52,7,8,51.25,1.4285714285714286,0.0975609756097561,42.5,0.01647058823529412,239.0,F1,Uncertain,Uncertain,T1,T3,F1,2
147.0,MEIDEN,115/22,50,34,2020,4551,64418,2393.0,206.0,9.0,157,20.0,12.0,947.0,25.0,574.0,1905.0,31,31,5,17.444444444444443,1.6666666666666667,0.12738853503184713,47.35,0.012671594508975714,189.0,F1,Uncertain,Uncertain,T1,Uncertain,F1,2
147.0,MEIDEN,115/22,50,34,2021,3806,72368,2518.0,214.0,12.0,276,20.0,15.0,1085.0,25.0,666.0,2268.0,39,13,6,23.0,1.3333333333333333,0.07246376811594203,54.25,0.013824884792626729,311.0,F1,Uncertain,Uncertain,T1,T3,F1,2
147.0,MEIDEN,115/22,50,34,2022,10022,63975,2446.0,209.0,6.0,250,20.0,14.0,1033.0,25.0,630.0,2142.0,57,9,7,41.666666666666664,1.4285714285714286,0.08,51.65,0.013552758954501452,284.0,F1,Uncertain,Uncertain,T1,T3,F1,2
148.0,MEIDEN,115/22,50,34,2021,5185,49423,1971.0,143.0,36.0,70,20.0,4.0,295.0,23.0,255.0,826.0,55,7,6,1.9444444444444444,5.0,0.2857142857142857,14.75,0.013559322033898305,94.0,F1,Uncertain,Uncertain,T1,T3,F1,2
148.0,MEIDEN,115/22,50,34,2020,7020,54196,1616.0,174.0,32.0,46,20.0,5.0,291.0,25.0,173.0,721.0,54,22,5,1.4375,4.0,0.43478260869565216,14.55,0.01718213058419244,71.0,F1,Uncertain,Uncertain,PD,Uncertain,F1,2
148.0,MEIDEN,115/22,50,34,2022,26038,72108,1931.0,149.0,5.0,67,20.0,9.0,337.0,9.0,216.0,792.0,60,6,7,13.4,2.2222222222222223,0.29850746268656714,16.85,0.026706231454005934,96.0,F1,Uncertain,Uncertain,T1,T3,F1,2
149.0,MITSUBISHI,115/22,50,26,2020,7341,41175,2858.0,108.0,48.0,81,20.0,43.0,331.0,28.0,188.0,827.0,54,23,5,1.6875,0.46511627906976744,0.24691358024691357,16.55,0.1299093655589124,144.0,F1,Uncertain,Uncertain,Uncertain,T3,F1,2
149.0,MITSUBISHI,115/22,50,26,2024,8963,56890,3013.0,112.0,38.0,77,20.0,11.0,295.0,11.0,136.0,680.0,53,12,9,2.026315789473684,1.8181818181818181,0.2597402597402597,14.75,0.03728813559322034,108.0,F1,Uncertain,Uncertain,T1,T3,F1,2
149.0,MITSUBISHI,115/22,50,26,2023,2435,52528,3875.0,82.0,33.0,66,20.0,5.0,248.0,8.0,125.0,567.0,48,13,8,2.0,4.0,0.30303030303030304,12.4,0.020161290322580645,91.0,F1,Uncertain,Uncertain,T1,T3,F1,2
149.0,MITSUBISHI,115/22,50,26,2019,7130,46729,2376.0,77.0,19.0,47,20.0,6.0,193.0,25.0,79.0,421.0,58,20,4,2.473684210526316,3.3333333333333335,0.425531914893617,9.65,0.031088082901554404,73.0,F1,Uncertain,Uncertain,PD,T3,F1,2
149.0,MITSUBISHI,115/22,50,26,2021,6235,52008,5764.0,111.0,56.0,86,20.0,2.0,235.0,12.0,155.0,657.0,56,23,6,1.5357142857142858,10.0,0.23255813953488372,11.75,0.00851063829787234,108.0,F1,Uncertain,Uncertain,T1,T3,F1,2
149.0,MITSUBISHI,115/22,50,26,2022,5704,56742,3827.0,75.0,40.0,50,20.0,2.0,212.0,24.0,138.0,541.0,49,13,7,1.25,10.0,0.4,10.6,0.009433962264150943,72.0,F1,Uncertain,Uncertain,PD,T3,F1,2
150.0,DAIHEN,115/22,50,12,2019,12576,47181,1346.0,711.0,21.0,4,20.0,4.0,1.0,4.0,1.0,746.0,49,21,4,0.19047619047619047,5.0,5.0,0.05,4.0,28.0,Uncertain,Uncertain,Uncertain,PD,PD,PD,3
150.0,DAIHEN,115/22,50,12,2020,13085,65064,1878.0,1049.0,37.0,3,20.0,1.0,1.0,3.0,4.0,1098.0,40,16,5,0.08108108108108109,20.0,6.666666666666667,0.05,1.0,24.0,Uncertain,Uncertain,Uncertain,PD,PD,PD,3
150.0,DAIHEN,115/22,50,12,2021,13311,52557,3843.0,945.0,46.0,5,20.0,5.0,2.0,12.0,6.0,1021.0,48,19,6,0.10869565217391304,4.0,4.0,0.1,2.5,30.0,Uncertain,Uncertain,Uncertain,PD,PD,PD,3
150.0,DAIHEN,115/22,50,12,2022,13207,61135,2138.0,605.0,27.0,2,20.0,3.0,1.0,8.0,3.0,649.0,42,14,7,0.07407407407407407,6.666666666666667,10.0,0.05,3.0,25.0,PD,Uncertain,Uncertain,PD,PD,PD,3
150.0,DAIHEN,115/22,50,12,2023,12744,66861,2327.0,966.0,30.0,7,20.0,12.0,1.0,5.0,3.0,1024.0,47,10,8,0.23333333333333334,1.6666666666666667,2.857142857142857,0.05,12.0,39.0,D1,Uncertain,D2,PD,PD,PD,3
150.0,DAIHEN,115/22,50,12,2024,16814,63924,2107.0,873.0,33.0,4,20.0,13.0,2.0,4.0,6.0,935.0,41,13,9,0.12121212121212122,1.5384615384615385,5.0,0.1,6.5,37.0,D1,Uncertain,D2,PD,PD,PD,3
151.0,ABB,115/22,50,13,2024,28549,72653,2574.0,723.0,13.0,5,20.0,17.0,1.0,2.0,1.0,762.0,38,9,9,0.38461538461538464,1.1764705882352942,4.0,0.05,17.0,42.0,D1,Uncertain,D2,D1,PD,D1,0
151.0,ABB,115/22,50,13,2023,17614,65712,2834.0,528.0,4.0,3,20.0,6.0,1.0,9.0,37.0,551.0,32,10,8,0.75,3.3333333333333335,6.666666666666667,0.05,6.0,29.0,Uncertain,Uncertain,Uncertain,PD,Uncertain,PD,3
151.0,ABB,115/22,50,13,2022,18814,73476,3142.0,650.0,5.0,2,20.0,4.0,1.0,8.0,1.0,671.0,42,11,7,0.4,5.0,10.0,0.05,4.0,26.0,Uncertain,Uncertain,Uncertain,PD,PD,PD,3
151.0,ABB,115/22,50,13,2019,19733,55538,1422.0,512.0,2.0,3,20.0,4.0,55.0,1.0,37.0,522.0,45,27,4,1.5,5.0,6.666666666666667,2.75,0.07272727272727272,27.0,F1,Uncertain,Uncertain,PD,Uncertain,F1,2
151.0,ABB,115/22,50,13,2020,20816,58274,2129.0,869.0,7.0,4,20.0,4.0,1.0,25.0,37.0,885.0,45,17,5,0.5714285714285714,5.0,5.0,0.05,4.0,28.0,Uncertain,Uncertain,Uncertain,PD,PD,PD,3
151.0,ABB,115/22,50,13,2021,23004,63186,4740.0,1419.0,13.0,5,20.0,7.0,55.0,25.0,37.0,1444.0,42,14,6,0.38461538461538464,2.857142857142857,4.0,2.75,0.12727272727272726,32.0,F1,Uncertain,Uncertain,PD,Uncertain,F1,2
152.0,ABB,115/22,50,13,2022,24672,78647,2519.0,421.0,4.0,2,20.0,5.0,55.0,11.0,37.0,443.0,45,10,7,0.5,4.0,10.0,2.75,0.09090909090909091,27.0,F1,Uncertain,Uncertain,PD,Uncertain,F1,2
152.0,ABB,115/22,50,13,2023,22263,67614,2250.0,319.0,3.0,2,20.0,8.0,1.0,10.0,1.0,344.0,36,11,8,0.6666666666666666,2.5,10.0,0.05,8.0,30.0,D1,Uncertain,D2,PD,Uncertain,D1,0
152.0,ABB,115/22,50,13,2024,31948,73698,1650.0,578.0,9.0,3,20.0,19.0,1.0,1.0,37.0,611.0,41,9,9,0.3333333333333333,1.0526315789473684,6.666666666666667,0.05,19.0,42.0,D1,Uncertain,D2,D1,PD,D1,0
152.0,ABB,115/22,50,13,2021,7400,46280,1712.0,259.0,28.0,1,20.0,4.0,55.0,25.0,37.0,292.0,46,6,6,0.03571428571428571,5.0,20.0,2.75,0.07272727272727272,25.0,PD,Uncertain,Uncertain,PD,Uncertain,PD,3
152.0,ABB,115/22,50,13,2019,17907,43339,1358.0,253.0,2.0,2,20.0,5.0,55.0,1.0,37.0,263.0,46,24,4,1.0,4.0,10.0,2.75,0.09090909090909091,27.0,F1,Uncertain,Uncertain,PD,Uncertain,F1,2
152.0,ABB,115/22,50,13,2020,10685,41041,2732.0,106.0,75.0,75,20.0,38.0,311.0,25.0,173.0,803.0,45,11,5,1.0,0.5263157894736842,0.26666666666666666,15.55,0.12218649517684887,133.0,F1,Uncertain,Uncertain,Uncertain,Uncertain,F1,2
153.0,FUJI,115/22,50,27,2018,7064,24955,634.0,75.0,20.0,60,20.0,35.0,15.0,25.0,10.0,120.0,52,18,3,3.0,0.5714285714285714,0.3333333333333333,0.75,2.3333333333333335,115.0,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,7
153.0,FUJI,115/22,50,27,2019,11972,39594,544.0,40.0,3.0,15,20.0,1.0,14.0,25.0,9.0,82.0,36,16,4,5.0,20.0,1.3333333333333333,0.7,0.07142857142857142,36.0,F1,Uncertain,Uncertain,PD,T3,F1,2
153.0,FUJI,115/22,50,27,2020,9591,23947,565.0,64.0,20.0,60,20.0,35.0,16.0,25.0,37.0,100.0,55,20,5,3.0,0.5714285714285714,0.3333333333333333,0.8,2.1875,115.0,Uncertain,Uncertain,Uncertain,Uncertain,T3,T3,6
153.0,FUJI,115/22,50,27,2021,12582,45313,1410.0,137.0,19.0,12,20.0,2.0,22.0,25.0,13.0,205.0,53,22,6,0.631578947368421,10.0,1.6666666666666667,1.1,0.09090909090909091,34.0,F1,Uncertain,Uncertain,PD,PD,PD,3
153.0,FUJI,115/22,50,27,2022,4631,28647,731.0,51.0,15.0,10,20.0,1.0,20.0,25.0,15.0,112.0,48,11,7,0.6666666666666666,20.0,2.0,1.0,0.05,31.0,F1,Uncertain,Uncertain,PD,PD,PD,3
153.0,FUJI,115/22,50,27,2023,5778,27129,796.0,80.0,10.0,13,20.0,1.0,29.0,25.0,16.0,149.0,50,18,8,1.3,20.0,1.5384615384615385,1.45,0.034482758620689655,34.0,F1,Uncertain,Uncertain,PD,T3,F1,2
153.0,FUJI,115/22,50,27,2024,4740,9510,795.0,85.0,15.0,14,20.0,13.0,27.0,13.0,8.0,175.0,48,7,9,0.9333333333333333,1.5384615384615385,1.4285714285714286,1.35,0.48148148148148145,47.0,F1,Uncertain,Uncertain,PD,PD,PD,3
154.0,FUJI,115/22,50,26,2019,10123,32638,829.0,76.0,35.0,25,20.0,4.0,67.0,25.0,18.0,225.0,53,26,4,0.7142857142857143,5.0,0.8,3.35,0.05970149253731343,49.0,F1,Uncertain,Uncertain,PD,T3,F1,2
154.0,FUJI,115/22,50,26,2020,10458,26705,887.0,78.0,24.0,27,20.0,6.0,64.0,25.0,23.0,222.0,55,34,5,1.125,3.3333333333333335,0.7407407407407407,3.2,0.09375,53.0,F1,Uncertain,Uncertain,PD,T3,F1,2
154.0,FUJI,115/22,50,26,2021,10144,44244,1955.0,150.0,30.0,38,20.0,6.0,94.0,25.0,41.0,359.0,52,28,6,1.2666666666666666,3.3333333333333335,0.5263157894736842,4.7,0.06382978723404255,64.0,F1,Uncertain,Uncertain,PD,T3,F1,2
154.0,FUJI,115/22,50,26,2022,4334,31797,2151.0,186.0,53.0,18,20.0,7.0,115.0,25.0,66.0,445.0,48,16,7,0.33962264150943394,2.857142857142857,1.1111111111111112,5.75,0.06086956521739131,45.0,F1,Uncertain,Uncertain,PD,Uncertain,F1,2
154.0,FUJI,115/22,50,26,2023,2971,32305,1641.0,111.0,25.0,36,20.0,4.0,93.0,29.0,46.0,344.0,49,15,8,1.44,5.0,0.5555555555555556,4.65,0.043010752688172046,60.0,F1,Uncertain,Uncertain,PD,T3,F1,2
154.0,FUJI,115/22,50,26,2024,5690,26820,1902.0,118.0,34.0,66,20.0,12.0,164.0,91.0,88.0,573.0,47,17,9,1.9411764705882353,1.6666666666666667,0.30303030303030304,8.2,0.07317073170731707,98.0,F1,Uncertain,Uncertain,T1,T3,F1,2
155.0,FUJI,115/22,50,26,2023,10392,38063,855.0,80.0,17.0,30,20.0,3.0,81.0,25.0,41.0,252.0,50,8,8,1.7647058823529411,6.666666666666667,0.6666666666666666,4.05,0.037037037037037035,53.0,F1,Uncertain,Uncertain,PD,T3,F1,2
155.0,FUJI,115/22,50,26,2024,12098,34906,1114.0,89.0,6.0,22,20.0,3.0,71.0,25.0,51.0,242.0,52,20,9,3.6666666666666665,6.666666666666667,0.9090909090909091,3.55,0.04225352112676056,45.0,F1,Uncertain,Uncertain,PD,T3,F1,2
155.0,FUJI,115/22,50,26,2022,6074,33992,632.0,70.0,14.0,15,20.0,35.0,44.0,25.0,29.0,172.0,51,18,7,1.0714285714285714,0.5714285714285714,1.3333333333333333,2.2,0.7954545454545454,70.0,F1,Uncertain,Uncertain,D1,Uncertain,F1,2
155.0,FUJI,115/22,50,26,2020,5109,30960,684.0,81.0,3.0,13,20.0,2.0,58.0,25.0,30.0,187.0,36,21,5,4.333333333333333,10.0,1.5384615384615385,2.9,0.034482758620689655,35.0,F1,Uncertain,Uncertain,PD,Uncertain,F1,2
155.0,FUJI,115/22,50,26,2019,5442,31004,425.0,55.0,28.0,39,20.0,1.0,87.0,8.0,52.0,270.0,52,18,4,1.3928571428571428,20.0,0.5128205128205128,4.35,0.011494252873563218,60.0,F1,Uncertain,Uncertain,PD,T3,F1,2
155.0,FUJI,115/22,50,26,2021,5374,31563,691.0,76.0,36.0,17,20.0,2.0,54.0,3.0,39.0,227.0,50,17,6,0.4722222222222222,10.0,1.1764705882352942,2.7,0.037037037037037035,39.0,F1,Uncertain,Uncertain,PD,Uncertain,F1,2
156.0,FUJI,115/22,50,26,2019,19012,48114,1100.0,81.0,20.0,74,20.0,3.0,246.0,15.0,155.0,594.0,55,18,4,3.7,6.666666666666667,0.2702702702702703,12.3,0.012195121951219513,97.0,F1,Uncertain,Uncertain,T1,T3,F1,2
156.0,FUJI,115/22,50,26,2020,5910,53923,1009.0,97.0,6.0,37,20.0,5.0,167.0,25.0,83.0,395.0,36,15,5,6.166666666666667,4.0,0.5405405405405406,8.35,0.029940119760479042,62.0,F1,Uncertain,Uncertain,PD,T3,F1,2
156.0,FUJI,115/22,50,26,2021,6444,57611,1098.0,102.0,37.0,35,20.0,4.0,129.0,2.0,107.0,416.0,48,29,6,0.9459459459459459,5.0,0.5714285714285714,6.45,0.031007751937984496,59.0,F1,Uncertain,Uncertain,PD,T3,F1,2
156.0,FUJI,115/22,50,26,2022,4902,68604,918.0,90.0,20.0,37,20.0,2.0,129.0,1.0,90.0,369.0,48,14,7,1.85,10.0,0.5405405405405406,6.45,0.015503875968992248,59.0,F1,Uncertain,Uncertain,PD,T3,F1,2
156.0,FUJI,115/22,50,26,2023,5760,63230,912.0,78.0,36.0,49,20.0,3.0,161.0,17.0,109.0,453.0,54,8,8,1.3611111111111112,6.666666666666667,0.40816326530612246,8.05,0.018633540372670808,72.0,F1,Uncertain,Uncertain,PD,T3,F1,2
156.0,FUJI,115/22,50,26,2024,8253,43365,1007.0,80.0,7.0,42,20.0,5.0,190.0,47.0,154.0,525.0,50,15,9,6.0,4.0,0.47619047619047616,9.5,0.02631578947368421,67.0,F1,Uncertain,Uncertain,PD,T3,F1,2
157.0,OSAKA,115/22,50,39,2024,2870,20145,2419.0,272.0,56.0,54,17.0,33.0,82.0,10.0,24.0,548.0,32,12,9,0.9642857142857143,0.5151515151515151,0.3148148148148148,4.823529411764706,0.4024390243902439,104.0,F1,Uncertain,Uncertain,Uncertain,T3,F1,2
157.0,OSAKA,115/22,50,39,2023,14411,36584,1654.0,176.0,10.0,44,20.0,8.0,20.0,16.0,2.0,276.0,32,19,8,4.4,2.5,0.45454545454545453,1.0,0.4,72.0,F1,Uncertain,Uncertain,PD,T3,F1,2
157.0,OSAKA,115/22,50,39,2022,6600,39008,2405.0,241.0,15.0,60,20.0,19.0,66.0,8.0,36.0,385.0,32,15,7,4.0,1.0526315789473684,0.3333333333333333,3.3,0.2878787878787879,99.0,F1,Uncertain,Uncertain,T1,T3,F1,2
157.0,OSAKA,115/22,50,39,2021,5294,37268,1867.0,112.0,23.0,28,20.0,6.0,42.0,25.0,26.0,237.0,38,13,6,1.2173913043478262,3.3333333333333335,0.7142857142857143,2.1,0.14285714285714285,54.0,F1,Uncertain,Uncertain,PD,T3,F1,2
157.0,OSAKA,115/22,50,39,2017,5289,31713,1942.0,175.0,34.0,31,12.0,16.0,47.0,25.0,37.0,315.0,41,19,2,0.9117647058823529,0.75,0.3870967741935484,3.9166666666666665,0.3404255319148936,59.0,F1,Uncertain,Uncertain,Uncertain,T3,F1,2
157.0,OSAKA,115/22,50,39,2019,3903,41565,1835.0,162.0,29.0,30,2.0,14.0,42.0,6.0,19.0,304.0,41,29,4,1.0344827586206897,0.14285714285714285,0.06666666666666667,21.0,0.3333333333333333,46.0,F1,Uncertain,Uncertain,Uncertain,T3,F1,2
157.0,OSAKA,115/22,50,39,2018,6805,35716,1005.0,138.0,72.0,52,3.0,10.0,63.0,17.0,38.0,393.0,29,21,3,0.7222222222222222,0.3,0.057692307692307696,21.0,0.15873015873015872,65.0,F1,Uncertain,Uncertain,T1,T3,F1,2
157.0,OSAKA,115/22,50,39,2020,7434,44723,719.0,116.0,30.0,38,2.0,17.0,53.0,6.0,23.0,285.0,39,29,5,1.2666666666666666,0.11764705882352941,0.05263157894736842,26.5,0.32075471698113206,57.0,F1,Uncertain,Uncertain,Uncertain,T3,F1,2
158.0,RADE KONGAR,115/22,50,20,2024,19822,57769,9889.0,684.0,3.0,35,20.0,10.0,10.0,15.0,5.0,762.0,65,11,9,11.666666666666666,2.0,0.5714285714285714,0.5,1.0,65.0,Uncertain,Uncertain,Uncertain,PD,T3,PD,3
158.0,RADE KONGAR,115/22,50,20,2023,7940,55668,16116.0,1037.0,14.0,37,20.0,10.0,12.0,7.0,6.0,1123.0,62,12,8,2.642857142857143,2.0,0.5405405405405406,0.6,0.8333333333333334,67.0,F1,Uncertain,Uncertain,PD,PD,PD,3
158.0,RADE KONGAR,115/22,50,20,2021,5531,52769,13778.0,812.0,29.0,26,20.0,35.0,9.0,25.0,3.0,879.0,57,7,6,0.896551724137931,0.5714285714285714,0.7692307692307693,0.45,3.888888888888889,81.0,Uncertain,Uncertain,D2,D1,Uncertain,D2,1
158.0,RADE KONGAR,115/22,50,20,2022,5548,64149,18234.0,1057.0,14.0,59,20.0,4.0,21.0,10.0,43.0,1208.0,63,12,7,4.214285714285714,5.0,0.3389830508474576,1.05,0.19047619047619047,83.0,F1,Uncertain,Uncertain,PD,T3,F1,2
158.0,RADE KONGAR,115/22,50,20,2019,6749,51265,11195.0,790.0,11.0,29,20.0,3.0,10.0,25.0,2.0,845.0,65,20,4,2.6363636363636362,6.666666666666667,0.6896551724137931,0.5,0.3,52.0,F1,Uncertain,Uncertain,PD,PD,PD,3
158.0,RADE KONGAR,115/22,50,20,2018,8410,55823,16117.0,686.0,15.0,33,20.0,8.0,8.0,25.0,37.0,750.0,72,13,3,2.2,2.5,0.6060606060606061,0.4,1.0,61.0,Uncertain,Uncertain,Uncertain,PD,PD,PD,3
158.0,RADE KONGAR,115/22,50,20,2020,6170,72830,12090.0,959.0,33.0,36,20.0,35.0,12.0,25.0,4.0,1044.0,74,15,5,1.0909090909090908,0.5714285714285714,0.5555555555555556,0.6,2.9166666666666665,91.0,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,7
159.0,RADE KONCAR,115/22,50,20,2023,11611,56399,14904.0,877.0,13.0,138,20.0,90.0,73.0,74.0,18.0,1283.0,63,11,8,10.615384615384615,0.2222222222222222,0.14492753623188406,3.65,1.2328767123287672,248.0,Uncertain,Uncertain,Uncertain,Uncertain,T3,T3,6
159.0,RADE KONCAR,115/22,50,20,2022,6141,64997,13564.0,818.0,14.0,70,20.0,109.0,93.0,117.0,17.0,1238.0,58,20,7,5.0,0.1834862385321101,0.2857142857142857,4.65,1.1720430107526882,199.0,Uncertain,Uncertain,Uncertain,T2,T3,T2,5
159.0,RADE KONCAR,115/22,50,20,2021,5284,59935,13028.0,632.0,33.0,180,20.0,48.0,81.0,15.0,26.0,1015.0,60,7,6,5.454545454545454,0.4166666666666667,0.1111111111111111,4.05,0.5925925925925926,248.0,F1,Uncertain,Uncertain,T1,T3,F1,2
159.0,RADE KONCAR,115/22,50,20,2024,13715,50331,9897.0,633.0,12.0,120,20.0,78.0,71.0,94.0,18.0,1026.0,65,8,9,10.0,0.2564102564102564,0.16666666666666666,3.55,1.0985915492957747,218.0,Uncertain,Uncertain,Uncertain,Uncertain,T3,T3,6
159.0,RADE KONCAR,115/22,50,20,2019,8420,54251,11142.0,758.0,13.0,152,20.0,93.0,57.0,84.0,11.0,1168.0,66,24,4,11.692307692307692,0.21505376344086022,0.13157894736842105,2.85,1.631578947368421,265.0,Uncertain,Uncertain,Uncertain,Uncertain,T3,T3,6
159.0,RADE KONCAR,115/22,50,20,2018,10090,60484,15768.0,728.0,18.0,130,20.0,107.0,84.0,55.0,20.0,1142.0,65,9,3,7.222222222222222,0.18691588785046728,0.15384615384615385,4.2,1.2738095238095237,257.0,Uncertain,Uncertain,Uncertain,T2,T3,T2,5
159.0,RADE KONCAR,115/22,50,20,2017,8402,49207,12455.0,620.0,18.0,137,20.0,92.0,80.0,69.0,29.0,1045.0,52,17,2,7.611111111111111,0.21739130434782608,0.145985401459854,4.0,1.15,249.0,Uncertain,Uncertain,Uncertain,Uncertain,T3,T3,6
159.0,RADE KONCAR,115/22,50,20,2020,10980,62250,12002.0,820.0,37.0,203,20.0,62.0,101.0,25.0,37.0,1260.0,74,21,5,5.486486486486487,0.3225806451612903,0.09852216748768473,5.05,0.6138613861386139,285.0,F1,Uncertain,Uncertain,Uncertain,T3,F1,2
160.0,RADE KONCAR,115/22,50,20,2018,9618,57540,12087.0,787.0,13.0,16,20.0,35.0,5.0,25.0,37.0,821.0,61,13,3,1.2307692307692308,0.5714285714285714,1.25,0.25,7.0,71.0,Uncertain,Uncertain,Uncertain,D1,Uncertain,D1,0
160.0,RADE KONCAR,115/22,50,20,2019,7687,57271,10324.0,825.0,8.0,18,20.0,35.0,6.0,25.0,1.0,858.0,62,16,4,2.25,0.5714285714285714,1.1111111111111112,0.3,5.833333333333333,73.0,Uncertain,Uncertain,Uncertain,D1,T1,D1,0
160.0,RADE KONCAR,115/22,50,20,2020,11014,50163,10676.0,882.0,19.0,15,20.0,35.0,7.0,25.0,37.0,923.0,60,18,5,0.7894736842105263,0.5714285714285714,1.3333333333333333,0.35,5.0,70.0,Uncertain,Uncertain,D2,D1,PD,D2,1
160.0,RADE KONCAR,115/22,50,20,2021,7974,54187,9404.0,685.0,19.0,11,20.0,35.0,4.0,25.0,2.0,721.0,54,11,6,0.5789473684210527,0.5714285714285714,1.8181818181818181,0.2,8.75,66.0,Uncertain,Uncertain,D2,Uncertain,PD,D2,1
160.0,RADE KONCAR,115/22,50,20,2022,8657,62227,9505.0,695.0,13.0,10,20.0,35.0,4.0,25.0,2.0,724.0,52,10,7,0.7692307692307693,0.5714285714285714,2.0,0.2,8.75,65.0,Uncertain,Uncertain,D2,Uncertain,PD,D2,1
160.0,RADE KONCAR,115/22,50,20,2023,8125,65401,14841.0,903.0,7.0,10,20.0,35.0,4.0,25.0,2.0,926.0,68,7,8,1.4285714285714286,0.5714285714285714,2.0,0.2,8.75,65.0,Uncertain,Uncertain,Uncertain,Uncertain,T1,T1,4
160.0,RADE KONCAR,115/22,50,20,2024,7263,53826,9546.0,1035.0,10.0,15,20.0,6.0,55.0,25.0,37.0,1066.0,55,15,9,1.5,3.3333333333333335,1.3333333333333333,2.75,0.10909090909090909,41.0,F1,Uncertain,Uncertain,PD,Uncertain,F1,2
161.0,RADE KONCAR,115/22,50,20,2022,7810,59954,19113.0,773.0,17.0,54,20.0,6.0,6.0,9.0,4.0,869.0,58,9,7,3.176470588235294,3.3333333333333335,0.37037037037037035,0.3,1.0,80.0,Uncertain,Uncertain,Uncertain,PD,Uncertain,PD,3
161.0,RADE KONCAR,115/22,50,20,2024,6366,36022,11989.0,636.0,12.0,19,20.0,7.0,55.0,25.0,37.0,674.0,50,13,9,1.5833333333333333,2.857142857142857,1.0526315789473684,2.75,0.12727272727272726,46.0,F1,Uncertain,Uncertain,PD,T3,F1,2
161.0,RADE KONCAR,115/22,50,20,2023,5339,48684,23574.0,995.0,9.0,13,20.0,35.0,5.0,25.0,3.0,1025.0,63,9,8,1.4444444444444444,0.5714285714285714,1.5384615384615385,0.25,7.0,68.0,Uncertain,Uncertain,Uncertain,Uncertain,T1,T1,4
161.0,RADE KONCAR,115/22,50,20,2021,8265,64231,16618.0,721.0,19.0,37,20.0,6.0,8.0,11.0,5.0,807.0,50,11,6,1.9473684210526316,3.3333333333333335,0.5405405405405406,0.4,0.75,63.0,F1,Uncertain,Uncertain,PD,PD,PD,3
161.0,RADE KONCAR,115/22,50,20,2017,10269,51387,16553.0,549.0,14.0,23,20.0,5.0,8.0,25.0,37.0,599.0,66,12,2,1.6428571428571428,4.0,0.8695652173913043,0.4,0.625,48.0,F1,Uncertain,Uncertain,PD,PD,PD,3
161.0,RADE KONCAR,115/22,50,20,2019,10397,52493,11998.0,551.0,11.0,23,20.0,5.0,6.0,10.0,4.0,610.0,58,18,4,2.090909090909091,4.0,0.8695652173913043,0.3,0.8333333333333334,48.0,F1,Uncertain,Uncertain,PD,PD,PD,3
161.0,RADE KONCAR,115/22,50,20,2018,8553,50400,13191.0,654.0,41.0,28,18.0,3.0,55.0,9.0,4.0,757.0,58,13,3,0.6829268292682927,6.0,0.6428571428571429,3.0555555555555554,0.05454545454545454,49.0,F1,Uncertain,Uncertain,PD,T3,F1,2
161.0,RADE KONCAR,115/22,50,20,2020,11710,68240,11655.0,672.0,33.0,27,20.0,35.0,10.0,25.0,7.0,749.0,72,28,5,0.8181818181818182,0.5714285714285714,0.7407407407407407,0.5,3.5,82.0,Uncertain,Uncertain,D2,D1,Uncertain,D2,1
162.0,MEIDEN,115/22,50,23,2020,9404,63819,2614.0,281.0,4.0,88,20.0,4.0,305.0,25.0,202.0,884.0,60,14,5,22.0,5.0,0.22727272727272727,15.25,0.013114754098360656,112.0,F1,Uncertain,Uncertain,T1,T3,F1,2
162.0,MEIDEN,115/22,50,23,2021,4840,55450,2807.0,259.0,12.0,96,20.0,1.0,320.0,42.0,262.0,992.0,57,15,6,8.0,20.0,0.20833333333333334,16.0,0.003125,117.0,F1,Uncertain,Uncertain,T1,T3,F1,2
162.0,MEIDEN,115/22,50,23,2022,18488,78132,2771.0,241.0,2.0,52,20.0,3.0,208.0,7.0,208.0,721.0,58,19,7,26.0,6.666666666666667,0.38461538461538464,10.4,0.014423076923076924,75.0,F1,Uncertain,Uncertain,PD,T3,F1,2
162.0,MEIDEN,115/22,50,23,2023,16155,54878,2645.0,236.0,3.0,92,20.0,5.0,306.0,25.0,218.0,860.0,64,7,8,30.666666666666668,4.0,0.21739130434782608,15.3,0.016339869281045753,117.0,F1,Uncertain,Uncertain,T1,T3,F1,2
