Tr.,MFG,KV,MVA,Age,Year Test,O2,N2,CO2,CO,H2,CH4,C2H2,C2H4,C2H6,C3H6,C3H8,TCG,TEMP,WATER,year_num,R1,R2,R3,R4,R5,Duval_Total,IRM_fault,DRM_fault,RRM_fault,DTM_fault,DPM_fault,fault_majority_vote,faults_index
129.0,EBG,115/22,50,24,2023,6241,81685,2540.0,177.0,15.0,84,20.0,4.0,257.0,25.0,140.0,677.0,48,8,8,5.6,5.0,0.23809523809523808,12.85,0.01556420233463035,108.0,F1,Uncertain,Uncertain,T1,T3,F1,2
129.0,EBG,115/22,50,24,2024,5776,93047,2438.0,248.0,50.0,115,20.0,4.0,274.0,25.0,162.0,853.0,47,8,9,2.3,5.0,0.17391304347826086,13.7,0.014598540145985401,139.0,F1,Uncertain,Uncertain,T1,T3,F1,2
130.0,SHENYANG,115/22,50,18,2022,5314,57627,1849.0,562.0,77.0,5,20.0,9.0,2.0,3.0,2.0,660.0,51,53,7,0.06493506493506493,2.2222222222222223,4.0,0.1,4.5,34.0,PD,Uncertain,Uncertain,PD,Uncertain,PD,3
130.0,SHENYANG,115/22,50,18,2021,6156,55084,2687.0,183.0,12.0,60,20.0,16.0,55.0,25.0,37.0,211.0,44,12,6,5.0,1.25,0.3333333333333333,2.75,0.2909090909090909,96.0,F1,Uncertain,Uncertain,T1,T3,F1,2
130.0,SHENYANG,115/22,50,18,2023,5880,78740,3284.0,696.0,1.0,4,20.0,7.0,2.0,25.0,1.0,711.0,46,28,8,4.0,2.857142857142857,5.0,0.1,3.5,31.0,Uncertain,Uncertain,Uncertain,PD,Uncertain,PD,3
130.0,SHENYANG,115/22,50,18,2019,10803,40916,2676.0,688.0,117.0,6,20.0,13.0,4.0,25.0,4.0,832.0,50,27,4,0.05128205128205128,1.5384615384615385,3.3333333333333335,0.2,3.25,39.0,PD,Uncertain,Uncertain,PD,Uncertain,PD,3
130.0,SHENYANG,115/22,50,18,2020,16872,76184,2006.0,627.0,8.0,4,20.0,5.0,2.0,25.0,3.0,649.0,49,56,5,0.5,4.0,5.0,0.1,2.5,29.0,Uncertain,Uncertain,Uncertain,PD,PD,PD,3
130.0,SHENYANG,115/22,50,18,2024,4825,58282,3373.0,970.0,21.0,10,20.0,21.0,4.0,25.0,37.0,1026.0,46,47,9,0.47619047619047616,0.9523809523809523,2.0,0.2,5.25,51.0,D1,Uncertain,D2,D1,PD,D1,0
131.0,OSAKA,115/22,50,34,2023,4356,30511,2170.0,211.0,22.0,18,20.0,3.0,21.0,25.0,19.0,294.0,48,7,8,0.8181818181818182,6.666666666666667,1.1111111111111112,1.05,0.14285714285714285,41.0,F1,Uncertain,Uncertain,PD,PD,PD,3
131.0,OSAKA,115/22,50,34,2024,9740,25250,2714.0,246.0,4.0,27,20.0,3.0,25.0,9.0,13.0,327.0,54,7,9,6.75,6.666666666666667,0.7407407407407407,1.25,0.12,50.0,F1,Uncertain,Uncertain,PD,T3,F1,2
131.0,OSAKA,115/22,50,34,2022,8795,29053,1945.0,195.0,8.0,60,20.0,18.0,27.0,25.0,37.0,248.0,53,13,7,7.5,1.1111111111111112,0.3333333333333333,1.35,0.6666666666666666,98.0,F1,Uncertain,Uncertain,T1,T3,F1,2
131.0,OSAKA,115/22,50,34,2020,6950,20013,1920.0,205.0,9.0,10,20.0,35.0,14.0,25.0,37.0,238.0,52,11,5,1.1111111111111112,0.5714285714285714,2.0,0.7,2.5,65.0,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,7
131.0,OSAKA,115/22,50,34,2021,6334,38571,1130.0,94.0,39.0,21,20.0,35.0,13.0,25.0,9.0,176.0,50,10,6,0.5384615384615384,0.5714285714285714,0.9523809523809523,0.65,2.6923076923076925,76.0,Uncertain,Uncertain,Uncertain,D1,T3,D1,0
131.0,OSAKA,115/22,50,34,2019,10701,37467,1905.0,136.0,7.0,12,20.0,2.0,15.0,25.0,10.0,182.0,55,26,4,1.7142857142857142,10.0,1.6666666666666667,0.75,0.13333333333333333,34.0,F1,Uncertain,Uncertain,PD,T3,F1,2
132.0,MEIDENSHA,115/22,50,16,2019,6249,49350,1777.0,175.0,2.0,61,20.0,4.0,202.0,25.0,129.0,573.0,62,6,4,30.5,5.0,0.32786885245901637,10.1,0.019801980198019802,85.0,F1,Uncertain,Uncertain,PD,T3,F1,2
132.0,MEIDENSHA,115/22,50,16,2020,16675,61079,976.0,81.0,4.0,53,20.0,35.0,201.0,25.0,187.0,526.0,58,7,5,13.25,0.5714285714285714,0.37735849056603776,10.05,0.17412935323383086,108.0,F1,Uncertain,Uncertain,Uncertain,T3,F1,2
132.0,MEIDENSHA,115/22,50,16,2021,6803,69187,1071.0,103.0,48.0,51,20.0,2.0,206.0,13.0,193.0,616.0,54,11,6,1.0625,10.0,0.39215686274509803,10.3,0.009708737864077669,73.0,F1,Uncertain,Uncertain,PD,T3,F1,2
132.0,MEIDENSHA,115/22,50,16,2022,10732,70411,1207.0,142.0,8.0,86,20.0,6.0,281.0,25.0,175.0,698.0,58,9,7,10.75,3.3333333333333335,0.23255813953488372,14.05,0.021352313167259787,112.0,F1,Uncertain,Uncertain,T1,T3,F1,2
132.0,MEIDENSHA,115/22,50,16,2023,5394,48557,1908.0,157.0,8.0,60,20.0,53.0,275.0,110.0,103.0,706.0,55,8,8,7.5,0.37735849056603776,0.3333333333333333,13.75,0.19272727272727272,133.0,F1,Uncertain,Uncertain,Uncertain,Uncertain,F1,2
132.0,MEIDENSHA,115/22,50,16,2024,6444,51013,2017.0,177.0,6.0,87,20.0,35.0,304.0,25.0,154.0,728.0,53,5,9,14.5,0.5714285714285714,0.22988505747126436,15.2,0.11513157894736842,142.0,F1,Uncertain,Uncertain,Uncertain,T3,F1,2
133.0,MEIDENSHA,115/22,50,16,2019,6306,47095,1105.0,128.0,53.0,39,20.0,4.0,136.0,25.0,99.0,459.0,61,18,4,0.7358490566037735,5.0,0.5128205128205128,6.8,0.029411764705882353,63.0,F1,Uncertain,Uncertain,PD,T3,F1,2
133.0,MEIDENSHA,115/22,50,16,2020,10795,61178,820.0,90.0,17.0,49,20.0,1.0,185.0,25.0,161.0,503.0,58,17,5,2.8823529411764706,20.0,0.40816326530612246,9.25,0.005405405405405406,70.0,F1,Uncertain,Uncertain,PD,T3,F1,2
133.0,MEIDENSHA,115/22,50,16,2021,4537,54379,644.0,57.0,85.0,47,20.0,1.0,154.0,11.0,15.0,370.0,52,10,6,0.5529411764705883,20.0,0.425531914893617,7.7,0.006493506493506494,68.0,F1,Uncertain,Uncertain,PD,T3,F1,2
133.0,MEIDENSHA,115/22,50,16,2022,5397,59316,859.0,142.0,5.0,57,20.0,4.0,199.0,25.0,125.0,532.0,35,5,7,11.4,5.0,0.3508771929824561,9.95,0.020100502512562814,81.0,F1,Uncertain,Uncertain,PD,T3,F1,2
133.0,MEIDENSHA,115/22,50,16,2023,7049,46446,1115.0,112.0,56.0,60,20.0,10.0,180.0,25.0,74.0,432.0,54,13,8,1.0714285714285714,2.0,0.3333333333333333,9.0,0.05555555555555555,90.0,F1,Uncertain,Uncertain,T1,T3,F1,2
133.0,MEIDENSHA,115/22,50,16,2024,8403,48737,1208.0,123.0,39.0,51,20.0,35.0,210.0,25.0,109.0,532.0,51,19,9,1.3076923076923077,0.5714285714285714,0.39215686274509803,10.5,0.16666666666666666,106.0,F1,Uncertain,Uncertain,Uncertain,Uncertain,F1,2
134.0,MEIDENSHA,115/22,50,16,2024,7175,19655,1818.0,113.0,7.0,28,20.0,35.0,44.0,25.0,8.0,200.0,61,8,9,4.0,0.5714285714285714,0.7142857142857143,2.2,0.7954545454545454,83.0,F1,Uncertain,Uncertain,D1,T3,F1,2
134.0,MEIDENSHA,115/22,50,16,2023,10435,30491,1555.0,86.0,11.0,7,20.0,4.0,25.0,25.0,37.0,133.0,60,11,8,0.6363636363636364,5.0,2.857142857142857,1.25,0.16,31.0,F1,Uncertain,Uncertain,PD,PD,PD,3
134.0,MEIDENSHA,115/22,50,16,2022,8353,21142,890.0,62.0,8.0,60,20.0,5.0,19.0,25.0,37.0,94.0,65,15,7,7.5,4.0,0.3333333333333333,0.95,0.2631578947368421,85.0,F1,Uncertain,Uncertain,PD,T3,F1,2
134.0,MEIDENSHA,115/22,50,16,2020,3704,62819,1203.0,140.0,57.0,104,20.0,4.0,346.0,25.0,251.0,902.0,56,7,5,1.8245614035087718,5.0,0.19230769230769232,17.3,0.011560693641618497,128.0,F1,Uncertain,Uncertain,T1,T3,F1,2
134.0,MEIDENSHA,115/22,50,16,2019,6651,49888,1079.0,125.0,21.0,64,20.0,6.0,211.0,25.0,141.0,568.0,59,23,4,3.0476190476190474,3.3333333333333335,0.3125,10.55,0.02843601895734597,90.0,F1,Uncertain,Uncertain,T1,T3,F1,2
134.0,MEIDENSHA,115/22,50,16,2021,4837,59942,647.0,43.0,37.0,63,20.0,3.0,211.0,15.0,193.0,565.0,50,12,6,1.7027027027027026,6.666666666666667,0.31746031746031744,10.55,0.014218009478672985,86.0,F1,Uncertain,Uncertain,PD,T3,F1,2
135.0,EKARAT DAIHEN,115/22,50,17,2020,7339,45251,1687.0,225.0,11.0,117,20.0,35.0,221.0,25.0,125.0,699.0,47,10,5,10.636363636363637,0.5714285714285714,0.17094017094017094,11.05,0.1583710407239819,172.0,F1,Uncertain,Uncertain,Uncertain,T3,F1,2
135.0,EKARAT DAIHEN,115/22,50,17,2021,2063,42933,1776.0,269.0,15.0,129,20.0,3.0,248.0,25.0,138.0,802.0,46,12,6,8.6,6.666666666666667,0.15503875968992248,12.4,0.012096774193548387,152.0,F1,Uncertain,Uncertain,T1,T3,F1,2
135.0,EKARAT DAIHEN,115/22,50,17,2022,8734,44125,1794.0,261.0,10.0,109,20.0,35.0,243.0,25.0,118.0,741.0,49,10,7,10.9,0.5714285714285714,0.1834862385321101,12.15,0.1440329218106996,164.0,F1,Uncertain,Uncertain,Uncertain,T3,F1,2
135.0,EKARAT DAIHEN,115/22,50,17,2023,4540,44070,1780.0,268.0,14.0,120,20.0,1.0,244.0,14.0,202.0,863.0,47,6,8,8.571428571428571,20.0,0.16666666666666666,12.2,0.004098360655737705,141.0,F1,Uncertain,Uncertain,T1,T3,F1,2
135.0,EKARAT DAIHEN,115/22,50,17,2024,8823,54068,1619.0,264.0,13.0,156,20.0,4.0,373.0,12.0,202.0,1024.0,50,7,9,12.0,5.0,0.1282051282051282,18.65,0.010723860589812333,180.0,F1,Uncertain,Uncertain,T1,T3,F1,2
136.0,MEIDEN,115/22,50,16,2022,12756,63974,1589.0,132.0,21.0,165,20.0,27.0,631.0,25.0,291.0,1267.0,57,6,7,7.857142857142857,0.7407407407407407,0.12121212121212122,31.55,0.042789223454833596,212.0,F1,Uncertain,Uncertain,T1,T3,F1,2
136.0,MEIDEN,115/22,50,16,2024,8748,70055,1145.0,148.0,5.0,196,20.0,21.0,583.0,23.0,449.0,1425.0,56,10,9,39.2,0.9523809523809523,0.10204081632653061,29.15,0.036020583190394515,237.0,F1,Uncertain,Uncertain,T1,T3,F1,2
136.0,MEIDEN,115/22,50,16,2021,3573,58674,1281.0,122.0,19.0,188,20.0,20.0,615.0,25.0,327.0,1291.0,53,15,6,9.894736842105264,1.0,0.10638297872340426,30.75,0.032520325203252036,228.0,F1,Uncertain,Uncertain,T1,T3,F1,2
136.0,MEIDEN,115/22,50,16,2023,2930,77800,1536.0,136.0,5.0,185,20.0,26.0,632.0,37.0,548.0,1569.0,48,8,8,37.0,0.7692307692307693,0.10810810810810811,31.6,0.04113924050632911,231.0,F1,Uncertain,Uncertain,T1,T3,F1,2
137.0,EKARAT DAIHEN,115/22,50,12,2023,8795,46401,1562.0,595.0,10.0,3,20.0,2.0,5.0,25.0,7.0,622.0,50,21,8,0.3,10.0,6.666666666666667,0.25,0.4,25.0,F1,Uncertain,Uncertain,PD,PD,PD,3
137.0,EKARAT DAIHEN,115/22,50,12,2020,6696,34586,631.0,103.0,7.0,60,20.0,35.0,17.0,25.0,37.0,127.0,40,12,5,8.571428571428571,0.5714285714285714,0.3333333333333333,0.85,2.0588235294117645,115.0,Uncertain,Uncertain,Uncertain,Uncertain,T3,T3,6
137.0,EKARAT DAIHEN,115/22,50,12,2021,7486,56152,2227.0,650.0,29.0,2,20.0,35.0,5.0,25.0,6.0,692.0,34,10,6,0.06896551724137931,0.5714285714285714,10.0,0.25,7.0,57.0,Uncertain,Uncertain,Uncertain,Uncertain,PD,PD,3
137.0,EKARAT DAIHEN,115/22,50,12,2022,8261,20654,52.0,31.0,2.0,60,20.0,35.0,55.0,25.0,37.0,33.0,45,25,7,30.0,0.5714285714285714,0.3333333333333333,2.75,0.6363636363636364,115.0,F1,Uncertain,Uncertain,Uncertain,T3,F1,2
137.0,EKARAT DAIHEN,115/22,50,12,2024,5020,48500,1745.0,753.0,12.0,4,20.0,2.0,5.0,50.0,9.0,835.0,41,7,9,0.3333333333333333,10.0,5.0,0.25,0.4,26.0,F1,Uncertain,Uncertain,PD,PD,PD,3
138.0,EKARAT-DAIHEN,115/22,50,12,2024,16431,79425,5227.0,1245.0,14.0,10,20.0,8.0,13.0,7.0,15.0,1312.0,44,6,9,0.7142857142857143,2.5,2.0,0.65,0.6153846153846154,38.0,F1,Uncertain,Uncertain,PD,PD,PD,3
138.0,EKARAT-DAIHEN,115/22,50,12,2023,10102,50271,5413.0,1317.0,17.0,10,20.0,7.0,13.0,7.0,15.0,1386.0,52,19,8,0.5882352941176471,2.857142857142857,2.0,0.65,0.5384615384615384,37.0,F1,Uncertain,Uncertain,PD,PD,PD,3
138.0,EKARAT-DAIHEN,115/22,50,12,2022,5366,41409,5337.0,1291.0,36.0,5,20.0,1.0,12.0,5.0,17.0,1367.0,47,17,7,0.1388888888888889,20.0,4.0,0.6,0.08333333333333333,26.0,F1,Uncertain,Uncertain,PD,PD,PD,3
138.0,EKARAT-DAIHEN,115/22,50,12,2021,6274,50897,3668.0,999.0,39.0,4,20.0,35.0,11.0,25.0,14.0,1067.0,42,10,6,0.10256410256410256,0.5714285714285714,5.0,0.55,3.1818181818181817,59.0,Uncertain,Uncertain,D2,Uncertain,Uncertain,D2,1
138.0,EKARAT-DAIHEN,115/22,50,12,2020,8357,43253,911.0,141.0,10.0,2,20.0,35.0,24.0,25.0,37.0,177.0,48,8,5,0.2,0.5714285714285714,10.0,1.2,1.4583333333333333,57.0,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,7
139.0,FUJI,115/22,50,26,2024,7221,72521,2619.0,199.0,2.0,81,20.0,6.0,244.0,12.0,132.0,676.0,36,9,9,40.5,3.3333333333333335,0.24691358024691357,12.2,0.02459016393442623,107.0,F1,Uncertain,Uncertain,T1,T3,F1,2
139.0,FUJI,115/22,50,26,2022,7200,76570,2414.0,184.0,3.0,42,20.0,2.0,135.0,23.0,91.0,480.0,49,13,7,14.0,10.0,0.47619047619047616,6.75,0.014814814814814815,64.0,F1,Uncertain,Uncertain,PD,T3,F1,2
139.0,FUJI,115/22,50,26,2021,6814,75331,2384.0,185.0,2.0,38,20.0,15.0,119.0,19.0,143.0,521.0,60,15,6,19.0,1.3333333333333333,0.5263157894736842,5.95,0.12605042016806722,73.0,F1,Uncertain,Uncertain,PD,T3,F1,2
139.0,FUJI,115/22,50,26,2023,6664,74567,2548.0,193.0,1.0,39,20.0,8.0,197.0,6.0,92.0,536.0,53,19,8,39.0,2.5,0.5128205128205128,9.85,0.04060913705583756,67.0,F1,Uncertain,Uncertain,PD,Uncertain,F1,2
139.0,FUJI,115/22,50,26,2019,2985,69546,932.0,206.0,13.0,42,20.0,6.0,165.0,25.0,81.0,713.0,36,27,4,3.230769230769231,3.3333333333333335,0.47619047619047616,8.25,0.03636363636363636,68.0,F1,Uncertain,Uncertain,PD,T3,F1,2
139.0,FUJI,115/22,50,26,2018,3647,63618,1551.0,114.0,47.0,37,20.0,5.0,213.0,50.0,76.0,542.0,36,23,3,0.7872340425531915,4.0,0.5405405405405406,10.65,0.023474178403755867,62.0,F1,Uncertain,Uncertain,PD,Uncertain,F1,2
139.0,FUJI,115/22,50,26,2017,9277,47057,434.0,46.0,5.0,7,20.0,2.0,9.0,1.0,4.0,74.0,32,19,2,1.4,10.0,2.857142857142857,0.45,0.2222222222222222,29.0,F1,Uncertain,Uncertain,PD,T3,F1,2
139.0,FUJI,115/22,50,26,2020,3469,55943,2188.0,182.0,8.0,41,20.0,7.0,184.0,25.0,49.0,471.0,36,29,5,5.125,2.857142857142857,0.4878048780487805,9.2,0.03804347826086957,68.0,F1,Uncertain,Uncertain,PD,T3,F1,2
140.0,ABB,115/22,50,13,2020,8951,50029,1752.0,416.0,27.0,3,20.0,2.0,1.0,25.0,37.0,449.0,50,15,5,0.1111111111111111,10.0,6.666666666666667,0.05,2.0,25.0,Uncertain,Uncertain,Uncertain,PD,PD,PD,3
140.0,ABB,115/22,50,13,2021,6018,54983,1022.0,484.0,8.0,1,20.0,2.0,1.0,25.0,1.0,497.0,44,8,6,0.125,10.0,20.0,0.05,2.0,23.0,Uncertain,Uncertain,Uncertain,PD,PD,PD,3
140.0,ABB,115/22,50,13,2022,49900,73160,824.0,160.0,44.0,1,20.0,35.0,55.0,2.0,37.0,207.0,45,8,7,0.022727272727272728,0.5714285714285714,20.0,2.75,0.6363636363636364,56.0,F1,Uncertain,Uncertain,Uncertain,Uncertain,F1,2
140.0,ABB,115/22,50,13,2023,17436,51987,1621.0,517.0,10.0,60,20.0,35.0,8.0,25.0,37.0,535.0,30,11,8,6.0,0.5714285714285714,0.3333333333333333,0.4,4.375,115.0,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,7
140.0,ABB,115/22,50,13,2024,16142,58975,2214.0,834.0,9.0,4,20.0,3.0,1.0,2.0,1.0,854.0,41,11,9,0.4444444444444444,6.666666666666667,5.0,0.05,3.0,27.0,Uncertain,Uncertain,Uncertain,PD,PD,PD,3
141.0,ABB,115/22,50,13,2024,11458,67643,2189.0,908.0,11.0,5,20.0,3.0,1.0,1.0,1.0,930.0,42,13,9,0.45454545454545453,6.666666666666667,4.0,0.05,3.0,28.0,Uncertain,Uncertain,Uncertain,PD,PD,PD,3
141.0,ABB,115/22,50,13,2023,17492,54252,1378.0,451.0,7.0,60,20.0,35.0,4.0,25.0,37.0,462.0,32,5,8,8.571428571428571,0.5714285714285714,0.3333333333333333,0.2,8.75,115.0,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,7
141.0,ABB,115/22,50,13,2022,19444,51002,713.0,91.0,41.0,1,20.0,35.0,55.0,25.0,37.0,133.0,46,10,7,0.024390243902439025,0.5714285714285714,20.0,2.75,0.6363636363636364,56.0,F1,Uncertain,Uncertain,Uncertain,Uncertain,F1,2
141.0,ABB,115/22,50,13,2020,7307,46995,1207.0,277.0,3.0,3,20.0,35.0,1.0,25.0,2.0,286.0,33,10,5,1.0,0.5714285714285714,6.666666666666667,0.05,35.0,58.0,Uncertain,Uncertain,D2,Uncertain,T1,D2,1
141.0,ABB,115/22,50,13,2019,14555,50454,1403.0,356.0,5.0,1,20.0,1.0,1.0,25.0,37.0,364.0,50,10,4,0.2,20.0,20.0,0.05,1.0,22.0,Uncertain,Uncertain,Uncertain,PD,PD,PD,3
141.0,ABB,115/22,50,13,2021,7527,60469,902.0,447.0,4.0,4,20.0,2.0,4.0,25.0,28.0,489.0,45,9,6,1.0,10.0,5.0,0.2,0.5,26.0,F1,Uncertain,Uncertain,PD,Uncertain,F1,2
142.0,MITSUBISHI,115/22,50,24,2023,20967,42478,571.0,52.0,21.0,9,20.0,1.0,11.0,2.0,7.0,103.0,51,7,8,0.42857142857142855,20.0,2.2222222222222223,0.55,0.09090909090909091,30.0,F1,Uncertain,Uncertain,PD,PD,PD,3
142.0,MITSUBISHI,115/22,50,24,2017,16702,60465,1390.0,104.0,8.0,42,20.0,4.0,112.0,25.0,59.0,329.0,58,43,2,5.25,5.0,0.47619047619047616,5.6,0.03571428571428571,66.0,F1,Uncertain,Uncertain,PD,T3,F1,2
142.0,MITSUBISHI,115/22,50,24,2018,5394,50582,2534.0,108.0,32.0,52,20.0,2.0,133.0,5.0,85.0,417.0,50,7,3,1.625,10.0,0.38461538461538464,6.65,0.015037593984962405,74.0,F1,Uncertain,Uncertain,PD,T3,F1,2
142.0,MITSUBISHI,115/22,50,24,2019,8803,41143,2418.0,140.0,23.0,70,20.0,5.0,169.0,7.0,67.0,481.0,41,7,4,3.0434782608695654,4.0,0.2857142857142857,8.45,0.029585798816568046,95.0,F1,Uncertain,Uncertain,T1,T3,F1,2
142.0,MITSUBISHI,115/22,50,24,2020,5725,51561,2080.0,163.0,92.0,87,31.0,9.0,169.0,25.0,94.0,645.0,28,7,5,0.9456521739130435,3.4444444444444446,0.3563218390804598,5.451612903225806,0.05325443786982249,127.0,F1,Uncertain,Uncertain,PD,T3,F1,2
142.0,MITSUBISHI,115/22,50,24,2021,23310,54510,327.0,17.0,3.0,7,20.0,3.0,1.0,25.0,37.0,31.0,27,18,6,2.3333333333333335,6.666666666666667,2.857142857142857,0.05,3.0,30.0,Uncertain,Uncertain,Uncertain,PD,Uncertain,PD,3
142.0,MITSUBISHI,115/22,50,24,2022,25267,63794,1023.0,69.0,8.0,9,20.0,2.0,11.0,2.0,6.0,107.0,61,17,7,1.125,10.0,2.2222222222222223,0.55,0.18181818181818182,31.0,F1,Uncertain,Uncertain,PD,PD,PD,3
142.0,MITSUBISHI,115/22,50,24,2024,4611,12245,101.0,14.0,1.0,10,20.0,3.0,1.0,1.0,1.0,31.0,30,8,9,10.0,6.666666666666667,2.0,0.05,3.0,33.0,Uncertain,Uncertain,Uncertain,PD,Uncertain,PD,3
143.0,MITSUBISHI,115/22,50,37,2022,1354,16754,571.0,36.0,30.0,17,20.0,35.0,31.0,25.0,19.0,133.0,45,11,7,0.5666666666666667,0.5714285714285714,1.1764705882352942,1.55,1.1290322580645162,72.0,Uncertain,Uncertain,Uncertain,D1,Uncertain,D1,0
143.0,MITSUBISHI,115/22,50,37,2021,2481,22084,472.0,32.0,19.0,10,20.0,35.0,33.0,25.0,37.0,94.0,52,19,6,0.5263157894736842,0.5714285714285714,2.0,1.65,1.0606060606060606,65.0,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,7
143.0,MITSUBISHI,115/22,50,37,2020,6074,60757,3945.0,1332.0,32.0,38,20.0,6.0,58.0,6.0,42.0,1514.0,64,34,5,1.1875,3.3333333333333335,0.5263157894736842,2.9,0.10344827586206896,64.0,F1,Uncertain,Uncertain,PD,T3,F1,2
143.0,MITSUBISHI,115/22,50,37,2023,4514,29660,608.0,89.0,28.0,14,20.0,2.0,25.0,25.0,36.0,194.0,60,21,8,0.5,10.0,1.4285714285714286,1.25,0.08,36.0,F1,Uncertain,Uncertain,PD,PD,PD,3
143.0,MITSUBISHI,115/22,50,37,2018,11831,51209,687.0,31.0,2.0,13,20.0,3.0,35.0,25.0,30.0,114.0,36,20,3,6.5,6.666666666666667,1.5384615384615385,1.75,0.08571428571428572,36.0,F1,Uncertain,Uncertain,PD,T3,F1,2
143.0,MITSUBISHI,115/22,50,37,2017,4704,43974,983.0,71.0,28.0,30,20.0,5.0,50.0,6.0,28.0,218.0,56,25,2,1.0714285714285714,4.0,0.6666666666666666,2.5,0.1,55.0,F1,Uncertain,Uncertain,PD,T3,F1,2
143.0,MITSUBISHI,115/22,50,37,2019,3042,40931,999.0,78.0,66.0,39,20.0,2.0,68.0,25.0,59.0,312.0,66,25,4,0.5909090909090909,10.0,0.5128205128205128,3.4,0.029411764705882353,61.0,F1,Uncertain,Uncertain,PD,T3,F1,2
143.0,MITSUBISHI,115/22,50,37,2024,5655,69518,849.0,126.0,40.0,14,20.0,7.0,39.0,6.0,31.0,263.0,58,18,9,0.35,2.857142857142857,1.4285714285714286,1.95,0.1794871794871795,41.0,F1,Uncertain,Uncertain,PD,Uncertain,F1,2
144.0,EKARAT DAIHEN,115/22,50,12,2023,4077,48373,3762.0,1073.0,38.0,13,20.0,8.0,7.0,25.0,37.0,1139.0,36,5,8,0.34210526315789475,2.5,1.5384615384615385,0.35,1.1428571428571428,41.0,Uncertain,Uncertain,Uncertain,PD,PD,PD,3
144.0,EKARAT DAIHEN,115/22,50,12,2022,9324,60951,3595.0,773.0,46.0,4,20.0,2.0,7.0,4.0,9.0,845.0,45,5,7,0.08695652173913043,10.0,5.0,0.35,0.2857142857142857,26.0,F1,Uncertain,Uncertain,PD,PD,PD,3
144.0,EKARAT DAIHEN,115/22,50,12,2024,15555,64747,2817.0,966.0,43.0,12,20.0,8.0,8.0,7.0,8.0,1052.0,44,7,9,0.27906976744186046,2.5,1.6666666666666667,0.4,1.0,40.0,Uncertain,Uncertain,Uncertain,PD,PD,PD,3
144.0,EKARAT DAIHEN,115/22,50,12,2020,7785,60631,2749.0,1024.0,64.0,7,20.0,35.0,11.0,25.0,16.0,1243.0,58,12,5,0.109375,0.5714285714285714,2.857142857142857,0.55,3.1818181818181817,62.0,Uncertain,Uncertain,D2,Uncertain,Uncertain,D2,1
144.0,EKARAT DAIHEN,115/22,50,12,2021,15890,69497,5082.0,1438.0,36.0,9,20.0,4.0,55.0,7.0,7.0,1501.0,53,23,6,0.25,5.0,2.2222222222222223,2.75,0.07272727272727272,33.0,F1,Uncertain,Uncertain,PD,Uncertain,F1,2
144.0,EKARAT DAIHEN,115/22,50,12,2019,12158,47361,1698.0,494.0,37.0,60,20.0,5.0,13.0,25.0,37.0,549.0,50,18,4,1.6216216216216217,4.0,0.3333333333333333,0.65,0.38461538461538464,85.0,F1,Uncertain,Uncertain,PD,Uncertain,F1,2
145.0,OSAKA,115/22,50,34,2017,11360,40444,6040.0,684.0,16.0,58,20.0,9.0,108.0,25.0,60.0,935.0,68,37,2,3.625,2.2222222222222223,0.3448275862068966,5.4,0.08333333333333333,87.0,F1,Uncertain,Uncertain,T1,T3,F1,2
145.0,OSAKA,115/22,50,34,2018,12123,54954,9499.0,787.0,63.0,54,20.0,3.0,72.0,2.0,43.0,1024.0,55,18,3,0.8571428571428571,6.666666666666667,0.37037037037037035,3.6,0.041666666666666664,77.0,F1,Uncertain,Uncertain,PD,T3,F1,2
145.0,OSAKA,115/22,50,34,2019,7005,47198,7535.0,614.0,19.0,84,20.0,5.0,94.0,3.0,55.0,874.0,52,10,4,4.421052631578948,4.0,0.23809523809523808,4.7,0.05319148936170213,109.0,F1,Uncertain,Uncertain,T1,T3,F1,2
145.0,OSAKA,115/22,50,34,2020,26951,67523,7384.0,636.0,6.0,56,20.0,8.0,109.0,5.0,50.0,870.0,52,7,5,9.333333333333334,2.5,0.35714285714285715,5.45,0.07339449541284404,84.0,F1,Uncertain,Uncertain,PD,T3,F1,2
146.0,OSAKA,115/22,50,34,2024,22885,69611,5367.0,437.0,8.0,121,20.0,98.0,153.0,23.0,56.0,896.0,55,8,9,15.125,0.20408163265306123,0.1652892561983471,7.65,0.6405228758169934,239.0,F1,Uncertain,Uncertain,T2,T3,F1,2
146.0,OSAKA,115/22,50,34,2021,7581,43692,5430.0,484.0,23.0,124,20.0,76.0,130.0,25.0,85.0,922.0,68,28,6,5.391304347826087,0.2631578947368421,0.16129032258064516,6.5,0.5846153846153846,220.0,F1,Uncertain,Uncertain,Uncertain,T3,F1,2
146.0,OSAKA,115/22,50,34,2022,8258,53482,8282.0,623.0,43.0,103,20.0,41.0,104.0,19.0,63.0,996.0,55,20,7,2.395348837209302,0.4878048780487805,0.1941747572815534,5.2,0.3942307692307692,164.0,F1,Uncertain,Uncertain,Uncertain,T3,F1,2
