LOC,NAME,CODETX,SER,KV,MVA,YEAR_Energized,Sample Day,Tested Day,O2,N2,CO2,CO,H2,CH4,C2H2,C2H4,C2H6,C3H6,C3H8,TEMP,NB
NCO,KT3AC,NCOKT3AC,88900016,525,200,,2023-11-24,2024-01-15,18357,55116,2411,406.0,13636,3126.0,3326,2763,257.0,3716.0,49.0,50.0,
NCO,KT5AA,NCOKT5AA,95399,230/115/11,200,2007.0,2024-04-17,2024-04-17,18946,36219,871,1532.0,10053,8788.0,10870,41659,18154.0,3805.0,120.0,0.0,
NCO,KT5AA,NCOKT5AA,95399,230/115/11,200,2007.0,2024-06-24,2024-06-26,13852,25509,557,243.0,17002,16924.0,26563,71359,19467.0,7421.0,257.0,67.0,
NCO,KT5AA,NCOKT5AA,95399,230/115/11,200,2007.0,2023-11-24,2024-01-15,10883,25074,1637,188.0,28818,10866.0,32024,36923,10341.0,4666.0,166.0,50.0,
NCO,KT5AB,NCOKT5AB,95399,230/115/11,200,2007.0,2024-06-24,2024-06-06,12774,28936,325,312.0,19188,23557.0,38157,109920,34944.0,10492.0,323.0,67.0,
NCO,KT5AB,NCOKT5AB,95399,230/115/11,200,2007.0,2024-04-17,2024-04-17,16527,36545,595,114.0,20785,14721.0,16924,27751,20764.0,3647.0,185.0,0.0,
NCO,KT5AB,NCOKT5AB,95399,230/115/11,200,2007.0,2023-11-24,2023-12-29,10948,27153,881,134.0,22533,12586.0,39317,51283,17145.0,6401.0,189.0,50.0,
NCO,KT5AC,NCOKT5AC,95399,230/115/11,200,2007.0,2023-11-24,2024-01-15,6863,16127,2134,272.0,41366,17157.0,49464,68731,22638.0,5904.0,224.0,50.0,
NCO,KT5AC,NCOKT5AC,95399,230/115/11,200,2007.0,2024-06-23,2024-06-26,12715,26553,261,158.0,17315,21838.0,33133,106333,35202.0,10251.0,327.0,67.0,
NCO,KT5AC,NCOKT5AC,95399,230/115/11,200,2007.0,2024-04-17,2024-04-17,13489,33453,1324,1557.0,15466,7890.0,8481,32064,11522.0,3355.0,93.0,0.0,
NCO,KT6AA,NCOKT6AA,95400,230/115/22,200,2007.0,2023-11-24,2024-01-16,19935,32174,2165,284.0,21403,6526.0,32675,11140,1954.0,2040.0,58.0,54.0,
NCO,KT6AA,NCOKT6AA,95400,230/115/22,200,2007.0,2024-04-17,2024-04-17,34770,41910,551,63.0,14245,3649.0,11973,12782,2442.0,1361.0,26.0,0.0,
NCO,KT6AA,NCOKT6AA,95400,230/115/22,200,2007.0,2022-10-04,2022-10-04,2776,24365,1519,188.0,27977,6861.0,15303,20333,4022.0,1348.0,42.0,,
NCO,KT6AB,NCOKT6AB,95400,230/115/22,200,2007.0,2024-04-17,2024-04-17,36250,38900,367,32.0,15354,4585.0,11692,21213,4077.0,1867.0,48.0,0.0,
NCO,KT6AB,NCOKT6AB,95400,230/115/22,200,2007.0,2022-10-04,2022-10-04,4871,11952,962,116.0,40672,9631.0,15612,36312,8130.0,1639.0,57.0,,
NCO,KT6AB,NCOKT6AB,95400,230/115/22,200,2007.0,2023-11-24,2023-12-29,14351,29803,1790,155.0,23151,7310.0,28591,21596,4276.0,2378.0,63.0,54.0,
NCO,KT6AC,NCOKT6AC,95400,230/115/22,200,2007.0,2023-11-24,2023-12-29,11203,18436,1629,128.0,24379,8328.0,29994,27617,5533.0,4252.0,69.0,54.0,
NCO,KT6AC,NCOKT6AC,95400,230/115/22,200,2007.0,2022-10-04,2022-10-04,4462,14172,973,88.0,33054,9178.0,14002,38037,8153.0,1718.0,55.0,,
NCO,KT6AC,NCOKT6AC,95400,230/115/22,200,2007.0,2024-04-17,2024-04-17,33800,34480,279,34.0,13487,4482.0,9505,22523,4359.0,2386.0,47.0,0.0,
NCS,KT1A,NCSKT1A,5BA159012,115/22,25,1990.0,2022-04-04,2022-04-08,5158,42717,5713,147.0,17026,6689.0,13362,21633,6746.0,1416.0,274.0,56.0,
NCS,KT2A,NCSKT2A,5BA159007,115/22,25,1990.0,2022-04-04,2022-04-08,5727,44095,6201,266.0,17325,5661.0,17557,15302,2891.0,1312.0,92.0,58.0,
NCS,KT5AA,NCSKT5AA,8329837,230/115,300,,2021-09-19,2021-11-02,35487,67029,4218,217.0,797,101.0,547,80,7.0,0.0,0.0,72.0,
NCS,KT5AB,NCSKT5AB,8329837,230/115,300,,2021-09-19,2021-11-03,34014,67272,5574,255.0,748,128.0,625,94,7.0,0.0,0.0,72.0,
NCS,KT5AC,NCSKT5AC,8329837,230/115,300,,2021-09-19,2021-11-02,31055,69491,7734,310.0,1040,159.0,746,110,8.0,0.0,0.0,72.0,
NCS,KT6AA,NCSKT6AA,8329836,230/115,300,,2021-09-19,2021-11-02,34569,67373,4035,225.0,744,100.0,529,81,5.0,0.0,0.0,70.0,
NCS,KT6AB,NCSKT6AB,8329836,230/115,300,,2021-09-19,2021-11-02,30053,70690,6330,333.0,1423,153.0,764,111,12.0,0.0,0.0,70.0,
NCS,KT6AC,NCSKT6AC,8329836,230/115,300,,2021-09-19,2021-11-02,28999,74915,7999,354.0,1518,174.0,772,119,22.0,0.0,0.0,70.0,
NH,KT1A,NHKT1A,574410,115/22,25,,2023-04-24,2023-05-14,7046,63197,2189,725.0,13542,3505.0,30816,4142,210.0,784.0,31.0,64.0,
NH,KT2A,NHKT2A,EDP011903,115/22,50,2012.0,2020-04-07,2020-05-10,7766,63851,95,368.0,2112,2919.0,5404,3233,174.0,598.0,26.0,41.0,
NK,KT1A,NKKT1A,56041,115/22/11,50,2011.0,2020-04-08,2020-05-15,28031,70285,482,45.0,808,189.0,4395,426,18.0,111.0,5.0,,
NK,KT2A,NKKT2A,56042,115/22/11,50,2011.0,2020-04-08,2020-05-25,33431,58891,651,82.0,726,167.0,3996,421,25.0,132.0,0.0,45.0,
NN,KT5AA,NNKT5AA,5BK014201,230/121/22,120/160/200,2010.0,2024-01-20,2024-02-02,26080,49540,407,93.0,468,16.0,174,25,6.0,16.0,14.0,42.0,
NN,KT5AA,NNKT5AA,5BK014201,230/121/22,120/160/200,2010.0,2022-11-20,2022-12-01,15443,65854,1525,228.0,3392,229.0,2765,450,52.0,86.0,3.0,43.0,
NN,KT5AB,NNKT5AB,5BK014201,230/121/22,120/160/200,2010.0,2022-11-20,2022-12-01,11796,52914,514,188.0,2841,287.0,2843,379,19.0,143.0,4.0,43.0,
NN,KT5AB,NNKT5AB,5BK014201,230/121/22,120/160/200,2010.0,2024-01-20,2024-02-03,27510,58190,503,118.0,375,24.0,275,31,6.0,15.0,275.0,42.0,
NN,KT5AC,NNKT5AC,5BK014201,230/121/22,120/160/200,2010.0,2024-01-20,2024-02-03,27210,51780,414,101.0,641,21.0,263,27,4.0,15.0,12.0,42.0,
NN,KT5AC,NNKT5AC,5BK014201,230/121/22,120/160/200,2010.0,2022-11-20,2022-12-01,6178,47746,910,236.0,6260,431.0,4399,573,26.0,136.0,4.0,43.0,
NR1,KT1A,NR1KT1A,338031,115/22,50,,2024-02-07,2024-04-20,29604,43765,443,31.0,9,15.0,33,316,188.0,91.0,81.0,65.0,
NR1,KT2A,NR1KT2A,338032,115/22,50,,2024-02-27,2024-04-08,10993,23637,1800,112.0,11859,12961.0,2413,138605,29775.0,22437.0,572.0,65.0,
NR2,KT1A,NR2KT1A,338027,115/22,50,,2024-02-26,2024-04-07,30176,46368,1517,80.0,2004,5992.0,5089,58218,9020.0,8002.0,288.0,55.0,
NR2,KT2A,NR2KT2A,338026,115/22,50,,2024-02-26,2024-04-07,28413,39027,2252,307.0,7462,5813.0,63757,12850,1430.0,7380.0,180.0,50.0,
NR2,KT3AA,NR2KT3AA,GBK604205,230/121/22,300,2019.0,2024-02-26,2024-04-07,18269,47892,2510,473.0,1799,506.0,4166,832,60.0,466.0,16.0,52.0,
NR2,KT3AB,NR2KT3AB,GBK604205,230/121/22,300,2019.0,2024-02-26,2024-04-05,12843,47115,2572,538.0,2562,698.0,5403,1021,71.0,1441.0,19.0,52.0,
NR2,KT3AC,NR2KT3AC,GBK604205,230/121/22,300,2019.0,2024-02-26,2024-04-06,13247,47105,3176,628.0,4122,1045.0,7381,1373,97.0,513.0,22.0,52.0,
NR2,KT4AA,NR2KT4AA,GBK604203,230/121/22,180/240/300,2019.0,2022-11-24,2022-12-03,16254,67378,564,139.0,2704,354.0,3648,548,36.0,163.0,6.0,42.0,
NR2,KT4AA,NR2KT4AA,GBK604203,230/121/22,180/240/300,2019.0,2024-02-26,2024-04-05,24397,48972,2015,428.0,1436,438.0,3467,705,49.0,638.0,15.0,53.0,
NR2,KT4AB,NR2KT4AB,GBK604203,230/121/22,180/240/300,2019.0,2022-11-24,2022-12-03,7589,74663,930,226.0,8437,672.0,5736,868,53.0,186.0,6.0,42.0,
NR2,KT4AB,NR2KT4AB,GBK604203,230/121/22,180/240/300,2019.0,2024-02-26,2024-04-06,21673,51774,2958,546.0,2912,711.0,5239,1025,69.0,428.0,16.0,53.0,
NR2,KT4AC,NR2KT4AC,GBK604203,230/121/22,180/240/300,2019.0,2024-02-26,2024-04-06,13128,53374,3460,628.0,5797,1077.0,7440,1401,93.0,642.0,18.0,53.0,
NR2,KT4AC,NR2KT4AC,GBK604203,230/121/22,180/240/300,2019.0,2022-11-24,2022-12-04,10158,72683,714,169.0,6122,716.0,5940,857,49.0,169.0,6.0,42.0,
NR2,KT5AA,NR2KT5AA,GBK604204,230/121/22,180/240/300,2019.0,2024-02-26,2024-04-06,23427,50168,2601,469.0,2147,544.0,4461,898,65.0,429.0,16.0,53.0,
NR2,KT5AA,NR2KT5AA,GBK604204,230/121/22,180/240/300,2019.0,2022-11-24,2022-12-03,13702,70442,574,194.0,3605,456.0,4156,653,43.0,288.0,6.0,42.0,
NR2,KT5AB,NR2KT5AB,GBK604204,230/121/22,180/240/300,2019.0,2022-11-24,2022-12-08,10235,59472,354,150.0,4863,497.0,4386,734,51.0,761.0,7.0,42.0,
NR2,KT5AB,NR2KT5AB,GBK604204,230/121/22,180/240/300,2019.0,2024-02-26,2024-04-06,13584,48826,2909,578.0,3408,788.0,5831,1138,79.0,451.0,17.0,53.0,
NR2,KT5AC,NR2KT5AC,GBK604204,230/121/22,180/240/300,2019.0,2024-02-26,2024-04-07,12125,41338,2528,461.0,3298,859.0,6105,1333,116.0,478.0,19.0,53.0,
NR2,KT5AC,NR2KT5AC,GBK604204,230/121/22,180/240/300,2019.0,2022-11-24,2022-12-04,10595,64123,496,187.0,5714,714.0,5700,912,58.0,297.0,7.0,42.0,
NS,KT1AA,NSKT1AA,9274730101,230/121/11,,,2023-07-24,2023-08-17,15320,46060,173,135.0,7595,814.0,6180,1934,133.0,1413.0,153.0,52.0,
NS,KT1AA,NSKT1AA,9274730101,230/121/11,,,2024-02-11,2024-02-25,20890,70430,2151,259.0,6,2.0,0,15,1.0,3.0,0.0,62.0,
NS,KT1AB,NSKT1AB,9274730101,230/121/11,,,2024-02-11,2024-02-25,6170,68670,1313,183.0,7,46.0,0,16,84.0,80.0,62.0,62.0,
NS,KT1AB,NSKT1AB,9274730101,230/121/11,,,2023-07-24,2023-08-17,21100,47130,108,89.0,3633,476.0,5455,1561,107.0,1195.0,30.0,52.0,
NS,KT1AC,NSKT1AC,9274730101,230/121/11,,,2023-07-24,2023-08-17,16600,52010,151,107.0,5486,495.0,6001,1725,116.0,1258.0,29.0,52.0,
NS,KT1AC,NSKT1AC,9274730101,230/121/11,,,2024-12-11,2024-02-25,8510,34090,1663,867.0,25,101.0,14,188,19.0,106.0,8.0,62.0,
NS,KT4AA,NSKT4AA,9274730102,230/121/11,,,2023-07-24,2023-08-17,29670,54180,96,95.0,3951,594.0,6032,1813,112.0,1013.0,28.0,50.0,
NS,KT4AA,NSKT4AA,9274730102,230/121/11,,,2024-02-11,2024-02-25,8650,75780,1563,199.0,37,15.0,0,8,5.0,37.0,3.0,62.0,
NS,KT4AB,NSKT4AB,9274730102,230/121/11,,,2023-07-24,2023-08-17,34150,49190,124,46.0,713,231.0,5199,1187,75.0,813.0,148.0,50.0,
NS,KT4AB,NSKT4AB,9274730102,230/121/11,,,2024-12-11,2024-02-25,12485,70182,1916,207.0,36,23.0,0,13,9.0,18.0,6.0,62.0,
NS,KT4AC,NSKT4AC,9274730102,230/121/11,,,2024-12-11,2024-02-25,12310,69250,5167,378.0,6,6.0,0,8,1.0,4.0,1.0,62.0,
NS,KT4AC,NSKT4AC,9274730102,230/121/11,,,2023-07-24,2023-08-17,33460,51190,115,76.0,2367,342.0,5713,1397,87.0,897.0,136.0,50.0,
NT,KT3AA,NTKT3AA,9274720101,230/121/33,200,,2023-09-23,2023-11-28,53250,44490,540,140.0,21,41.0,118,73,16.0,24.0,2.0,50.0,
NT,KT3AB,NTKT3AB,9274720101,230/121/33,200,,2023-09-23,2023-11-28,52920,46770,563,113.0,59,52.0,136,63,8.0,23.0,2.0,50.0,
NT,KT3AC,NTKT3AC,9274720101,230/121/33,200,,2023-09-23,2023-11-26,49620,42560,530,137.0,141,30.0,90,41,5.0,14.0,2.0,50.0,
NT,KT4AA,NTKT4AA,9374760101,230/121/33,200,2010.0,2023-09-23,2023-11-28,52720,46970,760,136.0,93,70.0,128,77,10.0,24.0,2.0,50.0,
NT,KT4AB,NTKT4AB,9374760101,230/121/33,200,2010.0,2023-09-23,2023-11-28,54870,48410,780,124.0,50,56.0,158,84,11.0,25.0,2.0,50.0,
NV,KT1AA,NVKT1AA,96183,230/115,200,2012.0,2022-09-26,2022-09-26,11345,43720,1590,368.0,17038,2233.0,9817,1992,96.0,293.0,0.0,60.0,
NV,KT1AA,NVKT1AA,96183,230/115,200,2012.0,2022-08-18,2022-08-18,12531,46743,1250,316.0,19847,1588.0,10695,1318,62.0,203.0,0.0,,
NV,KT1AA,NVKT1AA,96183,230/115,200,2012.0,2024-06-04,2024-06-08,13705,42429,2945,236.0,34594,13898.0,50321,24155,7966.0,5613.0,118.0,61.0,
NV,KT1AA,NVKT1AA,96183,230/115,200,2012.0,2023-11-03,2023-11-28,40613,47422,1074,105.0,213,889.0,7421,3296,673.0,799.0,17.0,54.0,
NV,KT1AB,NVKT1AB,96183,230/115,200,2012.0,2022-09-26,2022-09-26,12038,42509,1573,412.0,17946,2427.0,10608,2126,108.0,360.0,0.0,60.0,
NV,KT1AB,NVKT1AB,96183,230/115,200,2012.0,2022-08-18,2022-08-18,15524,50446,1223,309.0,15759,1442.0,10214,1242,61.0,193.0,0.0,,
NV,KT1AB,NVKT1AB,96183,230/115,200,2012.0,2023-11-03,2023-11-27,10513,17629,4364,248.0,29642,4638.0,23258,7247,2936.0,1337.0,26.0,54.0,
NV,KT1AB,NVKT1AB,96183,230/115,200,2012.0,2024-06-04,2024-06-08,10741,38543,5329,297.0,27490,13842.0,30931,28108,10053.0,7014.0,125.0,66.0,
NV,KT1AC,NVKT1AC,96183,230/115,200,2012.0,2022-08-18,2022-08-18,8448,46310,1387,415.0,22705,1941.0,13398,1588,74.0,250.0,0.0,,
NV,KT1AC,NVKT1AC,96183,230/115,200,2012.0,2022-09-26,2022-09-26,11410,43603,1654,426.0,19833,2573.0,11194,2211,112.0,357.0,0.0,60.0,
NV,KT1AC,NVKT1AC,96183,230/115,200,2012.0,2023-11-03,2023-11-27,27954,33576,3750,149.0,6514,2899.0,15026,13484,2547.0,1237.0,22.0,54.0,
NV,KT1AC,NVKT1AC,96183,230/115,200,2012.0,2024-06-04,2024-06-08,23604,42779,6582,308.0,37922,16026.0,31701,29292,11388.0,4522.0,110.0,66.0,
NW,KT1A,NWKT1A,AG69095T311,115/33/11,25,1997.0,2023-10-14,2023-11-21,41913,51758,2664,316.0,306,219.0,1563,1212,128.0,539.0,23.0,50.0,
ON,KT1AA,ONKT1AA,7128900904,,,,2023-11-17,2023-12-04,13640,23380,825,204.0,23130,4885.0,62135,12434,2308.0,2863.0,28.0,58.0,
ON,KT1AB,ONKT1AB,7128900904,,,,2023-11-17,2023-12-04,11290,22140,799,197.0,24900,5713.0,56718,16512,3340.0,2810.0,33.0,58.0,
ON,KT1AC,ONKT1AC,7128900904,,,,2023-11-17,2023-12-04,7730,16420,554,138.0,26875,6816.0,64116,23362,5022.0,3404.0,34.0,58.0,
ON,KT2AA,ONKT2AA,7128900905,,,,2023-11-17,2023-12-08,47530,42420,939,334.0,1670,1635.0,24562,4747,526.0,2110.0,39.0,50.0,
ON,KT2AB,ONKT2AB,7128900905,,,,2023-11-17,2023-12-04,23240,26680,687,168.0,16557,3159.0,37825,6709,834.0,1455.0,21.0,50.0,
ON,KT2AC,ONKT2AC,7128900905,,,,2023-11-17,2023-12-04,12510,19970,954,238.0,28432,4828.0,46177,14653,2801.0,2217.0,25.0,50.0,
PCH,KT1A,PCHKT1A,52015,115/22/11,30/40/50,2007.0,2022-11-23,2022-12-03,28114,66092,297,67.0,410,104.0,3322,331,20.0,277.0,7.0,48.0,
PCH,KT2A,PCHKT2A,52016,115/22/11,30/40/50,2007.0,2022-11-23,2022-12-04,30526,69754,326,46.0,660,129.0,5328,586,34.0,288.0,9.0,45.0,
PDG,KT1AA,PDGKT1AA,01900067,525/230-22,333.3,2015.0,2021-07-09,2021-07-10,14972,80929,2558,370.0,453,53.0,151,21,1.0,4.0,1.0,,
PDG,KT1AB,PDGKT1AB,01900068,500/230/22,333.3,2015.0,2021-07-09,2021-07-10,14078,85593,2281,421.0,462,48.0,168,23,1.0,5.0,1.0,,
PDG,KT1AC,PDGKT1AC,01900069,500/230/22,333.3,2015.0,2021-07-09,2021-07-10,14108,77258,2851,447.0,527,55.0,250,24,0.0,7.0,0.0,,
PDG,KT3AA,PDGKT3AA,9374750103,230/115/22,200,2007.0,2022-12-03,2022-12-04,29984,74223,132,66.0,1718,304.0,2817,872,34.0,171.0,5.0,56.5,
PDG,KT3AA,PDGKT3AA,9374750103,230/115/22,200,2007.0,2023-03-06,2023-03-06,39632,80218,640,133.0,1532,379.0,4209,1283,46.0,217.0,0.0,,
PDG,KT3AA,PDGKT3AA,9374750103,230/115/22,200,2007.0,2023-08-21,2023-09-15,24410,52720,394,77.0,787,248.0,3135,1035,45.0,241.0,7.0,60.0,
PDG,KT3AB,PDGKT3AB,9374750103,230/115/22,200,2007.0,2023-03-06,2023-03-06,39861,83364,509,177.0,2195,473.0,4006,1392,50.0,241.0,0.0,,
PDG,KT3AB,PDGKT3AB,9374750103,230/115/22,200,2007.0,2023-08-21,2023-09-14,37090,47140,138,108.0,1421,293.0,2459,822,46.0,239.0,6.0,60.0,
PDG,KT3AC,PDGKT3AC,9374750103,230/115/22,200,2007.0,2023-03-06,2023-03-06,38161,83795,380,183.0,2011,583.0,3765,1404,53.0,250.0,0.0,,
PDG,KT3AC,PDGKT3AC,9374750103,230/115/22,200,2007.0,2023-08-21,2023-09-14,29790,49590,367,147.0,2795,506.0,2692,1021,53.0,277.0,7.0,60.0,
PE#,KT1A,PE#KT1A,5BA158902,115/22,25,,2022-10-13,2022-10-22,18945,35450,2071,145.0,22,107.0,0,189,66.0,156.0,11.0,40.0,
PE#,KT1A,PE#KT1A,5BA158902,115/22,25,,2020-03-10,2020-03-29,25056,44767,2817,120.0,308,40.0,130,14,0.0,0.0,0.0,61.0,
PHG,KT1AA,PHGKT1AA,92199,230/115/22,200,1995.0,2021-02-26,2021-03-01,26683,51144,375,20.0,83,0.0,137,41,46.0,0.0,0.0,,
PHG,KT1AA,PHGKT1AA,92199,230/115/22,200,1995.0,2021-03-06,2021-03-07,21304,53781,220,24.0,57,27.0,64,15,1.0,3.0,0.0,,
PHG,KT1AA,PHGKT1AA,92199,230/115/22,200,1995.0,2021-02-15,2021-02-16,31686,76030,373,20.0,15,0.0,7,2,1.0,0.0,1.0,31.0,
PHG,KT1AB,PHGKT1AB,92199,230/115/22,200,1995.0,2021-02-16,2021-02-19,11943,32345,195,9.0,5,0.0,1,1,0.0,2.0,0.0,,
PHG,KT1AB,PHGKT1AB,92199,230/115/22,200,1995.0,2021-02-26,2021-03-01,23658,51868,399,26.0,64,0.0,172,61,55.0,0.0,0.0,,
PHG,KT1AB,PHGKT1AB,92199,230/115/22,200,1995.0,2021-03-06,2021-03-07,26901,52497,240,15.0,17,19.0,25,3,0.0,1.0,0.0,,
PHG,KT1AC,PHGKT1AC,92199,230/115/22,200,1995.0,2021-02-16,2021-02-19,23446,56797,394,24.0,9,0.0,6,2,0.0,2.0,0.0,,
PHG,KT1AC,PHGKT1AC,92199,230/115/22,200,1995.0,2021-02-26,2021-03-01,25301,60035,445,24.0,87,0.0,116,21,0.0,0.0,0.0,,
PHG,KT1AC,PHGKT1AC,92199,230/115/22,200,1995.0,2021-03-06,2021-03-07,21579,52688,256,26.0,39,27.0,66,9,0.0,3.0,0.0,,
PHK,KT1A,PHKKT1A,AG69095T436,115/22,25,1998.0,2020-03-31,2020-04-05,33421,79662,182,4.0,47,2.0,1,0,0.0,0.0,0.0,44.0,
PK2,KT1A,PK2KT1A,AG69095T331,115/33/11,25,1998.0,2023-09-16,2023-11-21,22974,43956,2212,114.0,130,622.0,1636,2940,439.0,1771.0,69.0,46.0,
PK2,KT2A,PK2KT2A,574406,115/33/11,25,1999.0,2023-07-28,2023-09-15,45146,55683,214,67.0,338,96.0,768,105,6.0,27.0,1.0,50.0,
PK2,KT2A,PK2KT2A,574406,115/33/11,25,1999.0,2023-09-07,2023-11-19,35751,51019,1790,124.0,1384,252.0,2712,380,19.0,105.0,2.0,46.0,
PK2,KT3A,PK2KT3A,60491-001,115/33/11,75,1993.0,2023-09-17,2023-11-21,28651,42815,1634,24.0,284,824.0,218,7354,1193.0,976.0,72.0,,
PK2,KT4A,PK2KT4A,60548-001,115/33/11,25,1994.0,2023-09-17,2023-11-21,26981,45086,726,15.0,201,336.0,190,3511,667.0,707.0,31.0,45.0,
PKC,KT1A,PKCKT1A,52014,115/22/11,50,2007.0,2022-11-22,2022-12-03,30175,71882,292,97.0,823,196.0,4892,510,30.0,411.0,9.0,42.0,
PKC,KT1A,PKCKT1A,52014,115/22/11,50,2007.0,2020-03-16,2020-03-30,35716,60236,736,59.0,1231,308.0,6189,633,33.0,110.0,0.0,42.0,
PKC,KT2A,PKCKT2A,9912790104,115/22/11,30/40/50,2013.0,2022-11-23,2022-12-03,7925,30394,193,91.0,14953,7497.0,5794,73470,14931.0,7489.0,269.0,42.0,
PKC,KT2A,PKCKT2A,9912790104,115/22/11,30/40/50,2013.0,2024-02-24,2024-04-08,22148,31657,1438,264.0,13411,4132.0,45876,7440,744.0,7685.0,78.0,46.0,
PKK,KT1A,PKKKT1A,573069,115/22,40,2007.0,2023-09-23,2023-10-05,9020,50780,1741,208.0,9573,1783.0,10477,2569,1469.0,541.0,11.0,33.0,
PKK,KT2A,PKKKT2A,AE69025T7-1,230/115/22,100,1997.0,2023-07-23,2023-10-05,17420,54710,843,91.0,557,154.0,437,191,104.0,96.0,77.0,50.0,
PKK,KT3A,PKKKT3A,AE69025T7-2,230/115/22,100,1997.0,2023-09-23,2023-10-05,10820,47420,1360,77.0,820,145.0,554,187,48.0,77.0,23.0,50.0,
PKK,KT4A,PKKKT4A,573070,115/22,40,2007.0,2023-09-23,2023-10-05,13020,50160,1538,109.0,8143,1952.0,9429,2594,3021.0,392.0,12.0,56.0,
PL2,KT1AA,PL2KT1AA,5BK012802,230/121/22,,2006.0,2023-09-15,2023-09-29,8870,32650,466,166.0,7234,2610.0,7344,3587,294.0,736.0,11.0,60.0,
PL2,KT1AB,PL2KT1AB,5BK012802,230/121/22,,2006.0,2023-09-15,2023-09-29,17150,38850,549,208.0,4235,2177.0,3650,2916,197.0,675.0,10.0,60.0,
PL2,KT1AC,PL2KT1AC,5BK012802,230/121/22,,2006.0,2023-10-21,2023-11-25,39070,44960,1150,291.0,4260,1209.0,10911,1918,149.0,706.0,16.0,60.0,
PL2,KT1AC,PL2KT1AC,5BK012802,230/121/22,,2006.0,2023-09-15,2023-09-29,28230,42420,502,233.0,3077,1811.0,1996,2550,168.0,643.0,11.0,60.0,
PL2,KT4A,PL2KT4A,9812810103,230/121/22,200,2013.0,2023-09-15,2023-09-29,7620,29730,637,143.0,10,29.0,29,14,9.0,5.0,13.0,74.0,
PN,KT2A,PNKT2A,AN69001T21-1,115/33/11,25,1998.0,2023-09-15,2023-11-21,47990,43540,1362,196.0,84,65.0,471,149,11.0,87.0,4.0,56.0,
PO,KT1A,POKT1A,60540-001,115/22,32,,2024-03-05,2024-04-07,20304,50628,1160,40.0,332,255.0,145,3880,729.0,578.0,26.0,48.0,
PO,KT2A,POKT2A,AG69095T435,115/22,25,,2024-03-05,2024-04-07,15419,38187,620,103.0,2306,407.0,3431,684,50.0,228.0,6.0,51.0,
POT,KT1A,POTKT1A,574413,115/22/11,25,,2024-02-12,2024-03-21,16254,33825,3879,350.0,16886,4493.0,49365,8136,514.0,4013.0,127.0,59.0,
POT,KT2A,POTKT2A,9912790101,115/22,50,,2024-02-12,2024-03-03,8422,30345,1822,949.0,15953,6201.0,999,20566,5350.0,3877.0,524.0,47.0,
POT,KT3A,POTKT3A,574471,115/22,25,,2024-02-12,2024-03-02,14610,42666,6604,510.0,4029,3233.0,721,3286,118.0,1959.0,1.0,58.0,
PRB,KT1A,PRBKT1A,8R8408T2,115/22,50,2007.0,2023-10-20,2023-01-15,48900,47870,952,86.0,143,75.0,1860,240,25.0,121.0,3.0,60.0,
PRB,KT2A,PRBKT2A,8P9086T1,115/22,50,2004.0,2023-10-20,2023-01-15,48900,52350,1370,119.0,120,95.0,2624,304,16.0,1503.0,3.0,64.0,
PRB*,KT1A,PRB*KT1A,5BA159004,115/22,25,1990.0,2022-07-16,2022-07-21,17325,30012,189,10.0,10,0.0,0,0,0.0,0.0,0.0,,
PTB,KT1A,PTBKT1A,8T9668T3,115/22,50,2011.0,2022-11-04,2022-11-14,24383,74776,1225,83.0,243,86.0,2956,274,17.0,110.0,7.0,50.0,
PTB,KT2A,PTBKT2A,8S9483T2,115/22,50,2009.0,2022-11-04,2022-11-14,26186,76597,1026,83.0,230,66.0,2591,247,15.0,115.0,6.0,35.0,
PTN,KT1A,PTNKT1A,574408,115/33/11,25,,2023-10-15,2023-11-23,14073,50502,6347,455.0,5244,545.0,5657,903,49.0,300.0,9.0,56.0,
PTN,KT2A,PTNKT2A,574409,115/33/11,25,,2023-10-15,2023-11-23,38751,53547,5970,543.0,671,53.0,329,92,3.0,29.0,1.0,58.0,
PTN,KT2A,PTNKT2A,574409,115/33/11,25,,2023-06-26,2023-07-16,12280,64851,5712,38.0,7880,271.0,787,1668,127.0,145.0,7.0,60.0,
PTN,KT3A,PTNKT3A,AG69095T313,115/33/11,25,,2023-10-15,2023-11-23,23195,49486,6360,435.0,1662,494.0,2405,1651,174.0,1021.0,38.0,50.0,
PU,KT2AA,PUKT2AA,5BK013802,230/121/33,200,2010.0,2023-09-21,2023-11-19,45890,58010,3106,176.0,225,13.0,99,11,1.0,3.0,1.0,54.0,
PU,KT2AB,PUKT2AB,5BK013802,230/121/33,200,2010.0,2023-09-21,2023-11-19,47220,59530,3387,234.0,331,22.0,145,17,1.0,4.0,1.0,54.0,
PU,KT2AC,PUKT2AC,5BK013802,230/121/33,200,2010.0,2023-09-21,2023-11-19,45380,60270,3867,259.0,366,23.0,174,18,1.0,4.0,1.0,54.0,
PYK,KT1A,PYKKT1A,60492-002,115/22,25,1993.0,2024-02-24,2024-04-07,23009,50521,1217,38.0,280,162.0,834,951,121.0,428.0,8.0,47.0,
PYK,KT1A,PYKKT1A,60492-002,115/22,25,1993.0,2022-11-23,2022-12-04,8087,26734,815,82.0,16804,7947.0,8531,57289,9878.0,3892.0,151.0,45.0,
RB2,KT1AA,RB2KT1AA,GBK604901,230/115,300,2019.0,2023-11-16,2024-01-20,15660,39180,1965,268.0,20985,4491.0,35573,9082,1396.0,2132.0,77.0,58.0,
