LOC,NAME,CODETX,SER,KV,MVA,YEAR_Energized,Sample Day,Tested Day,O2,N2,CO2,CO,H2,CH4,C2H2,C2H4,C2H6,C3H6,C3H8,TEMP,NB
SI,KT2A,SIKT2A,8T9664T3,115/22,50,2011.0,2023-10-12,2023-12-09,5308,49142,2851,442.0,614,129.0,3212,395,27.0,265.0,5.0,57.0,
SI,KT3A,SIKT3A,8T9664T4,115/22,50,2011.0,2023-10-12,2023-11-08,5268,48551,2484,267.0,630,140.0,3413,446,21.0,271.0,5.0,60.0,
SKA,KT1A,SKAKT1A,9912790102,115/22,50,2013.0,2024-02-17,2024-03-21,12702,31986,640,91.0,95,80.0,339,533,98.0,57.0,1.0,36.0,
SKA,KT1A,SKAKT1A,9912790102,115/22,50,2013.0,2022-11-22,2022-12-02,5178,49065,394,120.0,10331,4692.0,3711,37880,10614.0,4839.0,251.0,32.0,
SKA,KT2A,SKAKT2A,9912790103,115/22,50,2013.0,2022-11-22,2022-12-08,5423,52471,452,144.0,8952,2847.0,38993,3680,291.0,881.0,27.0,43.0,
SK-P,KT1AA,SK-PKT1AA,5BK014301,230/115,200,2011.0,2023-09-16,2023-09-30,9895,50062,509,241.0,7296,749.0,4285,699,27.0,44.0,2.0,43.0,
SK-P,KT1AB,SK-PKT1AB,5BK014301,230/115,230,2011.0,2023-09-16,2023-09-30,7143,52678,617,305.0,6866,603.0,4666,723,25.0,70.0,2.0,43.0,
SK-P,KT1AC,SK-PKT1AC,5BK014301,230/115,230,2011.0,2023-09-16,2023-09-30,29974,53641,346,262.0,3489,478.0,3644,620,29.0,111.0,3.0,43.0,
SK-P,KT2AA,SK-PKT2AA,5BK014302,230/115,200,2011.0,2023-09-16,2023-09-30,8083,51296,617,222.0,10027,1658.0,8171,2339,166.0,223.0,3.0,44.0,
SK-P,KT2AB,SK-PKT2AB,5BK014302,230/115,200,2011.0,2023-09-16,2023-09-29,21175,56843,508,245.0,6740,1322.0,8276,1641,91.0,172.0,3.0,44.0,
SK-P,KT2AC,SK-PKT2AC,5BK014302,230/115,200,2011.0,2023-09-16,2023-09-30,29172,57985,488,261.0,4918,1027.0,6633,1791,167.0,347.0,8.0,44.0,
SM,KT1A,SMKT1A,5F9902T1,115/22,25,1993.0,2023-09-14,2023-10-05,39120,47070,1608,131.0,9117,2602.0,8125,6161,910.0,4054.0,185.0,60.0,
SM,KT2A,SMKT2A,AN69001T1,115/22,25,,2023-09-14,2023-10-03,22350,55820,1549,201.0,553,153.0,3113,465,27.0,126.0,5.0,58.0,
SM,KT3A,SMKT3A,8R8399T1,115/22,50,2006.0,2023-09-14,2023-10-05,63700,56880,1263,208.0,17,65.0,55,39,8.0,15.0,1.0,57.0,
SN1,KT2A,SN1KT2A,890900051,115/22,50,2003.0,2023-05-26,2023-05-29,16322,84022,1490,1490.0,6353,1384.0,12285,2202,172.0,253.0,25.0,,
SN3,KT1A,SN3KT1A,57030,115/22,50,,2023-09-04,2023-09-22,27300,49920,364,55.0,532,112.0,2685,333,23.0,137.0,6.0,50.0,
SN3,KT2A,SN3KT2A,8P9091T2,115/22,50,2004.0,2023-09-04,2023-09-22,26820,52640,550,59.0,418,58.0,682,196,41.0,70.0,0.0,65.0,
SN3,KT2A,SN3KT2A,8P9091T2,115/22,50,2004.0,2023-02-19,2023-02-19,43293,81461,989,42.0,341,77.0,2471,202,11.0,42.0,0.0,62.0,
SN4,KT1AA,SN4KT1AA,98900013,230/121,200,2012.0,2023-09-10,2023-09-23,12520,35060,197,111.0,21565,4524.0,22756,10446,1570.0,1176.0,14.0,60.0,
SN4,KT1AB,SN4KT1AB,98900013,230/121,200,2012.0,2023-09-10,2023-09-23,10980,28500,167,90.0,22888,5287.0,20997,15936,2573.0,1342.0,19.0,60.0,
SN4,KT1AC,SN4KT1AC,98900013,230/121,200,,2023-09-10,2023-09-23,12570,29620,250,121.0,23210,5522.0,19098,7569,2742.0,1511.0,21.0,60.0,
SN4,KT2AA,SN4KT2AA,98900014,230/121,200,2012.0,2023-09-10,2023-09-22,11510,29600,158,79.0,17007,4061.0,17601,11710,1825.0,1292.0,19.0,60.0,
SN4,KT2AB,SN4KT2AB,98900014,230/121,200,2012.0,2023-09-10,2023-09-23,7410,27270,284,123.0,25812,6163.0,19423,21589,3258.0,1524.0,21.0,60.0,
SN4,KT2AC,SN4KT2AC,98900014,230/121,200,2012.0,2023-09-10,2023-09-23,16560,27140,178,89.0,17386,4831.0,13898,17174,2673.0,1338.0,23.0,60.0,
SN4,KT3AA,SN4KT3AA,98900015,230/121,200,2012.0,2023-09-10,2023-09-23,8100,34870,545,179.0,23752,4956.0,20738,12777,1957.0,1299.0,16.0,60.0,
SN4,KT3AB,SN4KT3AB,98900015,230/121,200,2012.0,2023-09-10,2023-09-23,7750,30300,266,119.0,25529,5922.0,21288,19491,3082.0,1465.0,19.0,60.0,
SN4,KT3AC,SN4KT3AC,98900015,230/121,200,2012.0,2023-09-10,2023-09-23,16810,28770,165,99.0,16185,4437.0,15602,15041,2430.0,1261.0,19.0,60.0,
SN4,KT4AA,SN4KT4AA,508032,230/115,200,2022.0,2023-08-10,2023-08-14,10161,11895,69,3.0,0,7.0,3,0,0.0,0.0,0.0,35.0,
SN4,KT4AB,SN4KT4AB,508032,230/115,200,2022.0,2023-08-10,2023-08-14,7835,7648,76,3.0,0,5.0,2,0,0.0,0.0,0.0,37.0,
SN4,KT4AC,SN4KT4AC,508032,230/115,200,2022.0,2023-08-10,2023-08-14,12438,10699,79,3.0,0,6.0,1,0,0.0,0.0,0.0,35.0,
SNO,KT2AA,SNOKT2AA,GBK600001,230/115,300,,2023-11-27,2024-01-18,7990,19050,971,190.0,39858,10990.0,69090,30327,5094.0,8193.0,144.0,51.0,
SNO,KT2AB,SNOKT2AB,GBK600001,230/115,300,,2023-11-27,2024-01-18,18560,27100,971,184.0,17287,7513.0,55980,18409,2893.0,3783.0,121.0,51.0,
SNO,KT2AC,SNOKT2AC,GBK600001,230/115,300,,2023-11-27,2024-01-18,20970,29950,983,207.0,16319,6139.0,55625,12220,1488.0,3641.0,107.0,51.0,
SNO,KT5AA,SNOKT5AA,11135210,500,300,2009.0,2023-11-27,2024-01-18,7670,41470,1956,395.0,21458,3007.0,22995,3769,235.0,1624.0,29.0,52.0,
SNO,KT5AB,SNOKT5AB,11135211,500,300,2009.0,2023-11-27,2024-01-18,7600,42430,2064,427.0,17269,2676.0,21542,3538,208.0,4109.0,27.0,51.0,
SNO,KT5AC,SNOKT5AC,11135212,500,300,2009.0,2023-11-27,2024-01-19,9540,40630,1694,375.0,22564,3418.0,26013,4825,469.0,1078.0,123.0,51.0,
SNO,KT6AA,SNOKT6AA,11155008,500,300,2009.0,2023-11-27,2024-01-19,15960,42020,2107,573.0,17941,3627.0,20871,3722,210.0,1296.0,28.0,52.0,
SNO,KT6AB,SNOKT6AB,11155009,500,300,2009.0,2023-11-27,2024-01-18,26420,46790,1916,535.0,19463,3526.0,20340,3538,203.0,2255.0,28.0,52.0,
SNO,KT6AC,SNOKT6AC,11155010,500,300,2010.0,2023-11-27,2024-01-19,10300,39570,1799,515.0,19931,3969.0,23892,4258,286.0,1419.0,48.0,52.0,
SNO,KT7AA,SNOKT7AA,21784115,525/242/22,250,,2023-11-27,2024-01-18,30350,52080,1319,289.0,4779,2861.0,23336,7286,815.0,6673.0,219.0,54.0,
SNO,KT7AB,SNOKT7AB,21784116,525/242/22,250,,2023-11-27,2024-01-18,22020,52620,1434,355.0,6765,3588.0,25421,9238,1019.0,7820.0,232.0,54.0,
SNO,KT7AC,SNOKT7AC,21784117,525/242/22,250,,2023-11-27,2024-01-18,22790,54850,1711,346.0,7071,3696.0,25849,9278,1056.0,7195.0,228.0,54.0,
SNO1,KT1A,SNO1KT1A,1728901701,230/121/22,300,2023.0,2023-06-16,2023-06-19,14642,40297,341,28.0,9,12.5,1,3,0.0,4.0,0.0,31.0,
SNR-P,KT1A,SNR-PKT1A,5J8777T1,230/115/11,60,,2019-07-14,2019-08-17,8454,37915,2890,204.0,4145,694.0,8668,756,137.0,125.0,7.0,47.0,
SNR-P,KT1A,SNR-PKT1A,5J8777T1,230/115/11,60,,2020-05-08,2020-05-28,6865,46765,819,68.0,46,37.0,2,1,87.0,8.0,66.0,55.0,
SNR-P,KT1A,SNR-PKT1A,5J8777T1,230/115/11,60,,2023-04-23,2023-04-29,19954,81596,3176,155.0,1105,279.0,1970,640,142.0,285.0,56.0,45.0,
SNR-P,KT1A,SNR-PKT1A,5J8777T1,230/115/11,60,,2022-05-16,2022-05-22,23104,67108,2063,110.0,4122,415.0,3204,615,130.0,314.0,14.0,40.0,
SO1,KT1A,SO1KT1A,8T9792T3,115/22/11,50,2002.0,2020-04-12,2020-05-25,33956,61483,967,104.0,829,177.0,4565,609,27.0,143.0,0.0,53.0,
SO1,KT3A,SO1KT3A,8T9792T4,115/22/11,50,2002.0,2020-04-12,2020-05-25,37249,63613,619,60.0,232,57.0,1886,260,13.0,52.0,0.0,55.0,
SO2,KT2AA,SO2KT2AA,5BK014202,230/121/22,120/160/200,2010.0,2024-01-22,2024-02-03,14820,34490,182,41.0,111,17.0,106,15,3.0,8.0,106.0,42.0,
SO2,KT2AA,SO2KT2AA,5BK014202,230/121/22,120/160/200,2010.0,2022-11-20,2022-12-01,10476,63518,528,207.0,6276,1196.0,9624,1742,165.0,1814.0,72.0,48.0,
SO2,KT2AB,SO2KT2AB,5BK014202,230/121/22,120/160/200,2010.0,2022-11-20,2022-12-01,4985,65984,1640,387.0,12285,1843.0,13445,2759,251.0,557.0,17.0,48.0,
SO2,KT2AB,SO2KT2AB,5BK014202,230/121/22,120/160/200,2010.0,2024-01-22,2024-02-03,13560,35340,224,58.0,240,43.0,213,39,5.0,11.0,7.0,42.0,
SO2,KT2AC,SO2KT2AC,5BK014202,230/121/22,120/160/200,2010.0,2024-01-22,2024-02-02,22880,37250,208,47.0,293,27.0,204,38,5.0,14.0,9.0,42.0,
SO2,KT2AC,SO2KT2AC,5BK014202,230/121/22,120/160/200,2010.0,2022-11-20,2022-12-02,7082,54241,703,210.0,10191,2058.0,13343,3901,461.0,733.0,20.0,48.0,
SO2,KT3AA,SO2KT3AA,5BK014203,230/121/22,120/160/200,2010.0,2022-11-20,2022-12-02,23154,69957,554,138.0,3011,693.0,5405,1109,114.0,259.0,9.0,48.0,
SO2,KT3AA,SO2KT3AA,5BK014203,230/121/22,120/160/200,2010.0,2024-01-22,2024-02-02,23290,30170,297,41.0,119,29.0,138,26,17.0,208.0,23.0,42.0,
SO2,KT3AB,SO2KT3AB,5BK014203,230/121/22,120/160/200,2010.0,2024-01-22,2024-02-03,28640,38460,183,42.0,142,22.0,115,17,6.0,12.0,115.0,42.0,
SO2,KT3AB,SO2KT3AB,5BK014203,230/121/22,120/160/200,2010.0,2022-11-20,2022-12-02,7635,57751,782,229.0,8767,1612.0,11436,2498,261.0,523.0,17.0,48.0,
SO2,KT3AC,SO2KT3AC,5BK014203,230/121/22,120/160/200,2010.0,2024-01-22,2024-02-03,32370,40610,213,41.0,237,19.0,141,25,7.0,15.0,141.0,42.0,
SO2,KT3AC,SO2KT3AC,5BK014203,230/121/22,120/160/200,2010.0,2022-11-20,2022-12-02,3165,52684,824,208.0,17073,2584.0,15573,4687,612.0,697.0,22.0,48.0,
SR2,KT1A,SR2KT1A,573077,115/22,40,1998.0,2020-03-20,2020-03-21,3621,56636,3213,1190.0,13552,2822.0,23821,4274,551.0,695.0,123.0,62.0,
SR2,KT2AA,SR2KT2AA,GBK604201,230/115,300,2019.0,2024-01-14,2024-01-28,17330,28900,1384,153.0,15580,9508.0,34493,45216,11382.0,9232.0,276.0,45.0,
SR2,KT2AA,SR2KT2AA,GBK604201,230/115,300,2019.0,2023-09-28,2023-10-06,15480,62730,734,89.0,2250,135.0,920,381,79.0,131.0,0.0,53.0,
SR2,KT2AB,SR2KT2AB,GBK604201,230/115,300,2019.0,2024-01-14,2024-01-28,15220,25590,1244,121.0,16357,11759.0,23333,64803,15369.0,10450.0,314.0,45.0,
SR2,KT2AB,SR2KT2AB,GBK604201,230/115,300,2019.0,2023-09-28,2023-10-02,10460,19080,175,70.0,23792,7806.0,17760,43045,9878.0,3877.0,78.0,53.0,
SR2,KT2AC,SR2KT2AC,GBK604201,230/115,300,2019.0,2024-01-14,2024-02-09,18410,24270,827,93.0,14291,13323.0,19947,80760,19391.0,12623.0,369.0,45.0,
SR2,KT2AC,SR2KT2AC,GBK604201,230/115,300,2019.0,2023-09-28,2023-10-07,8710,17660,53,48.0,28528,9648.0,20609,55461,12785.0,4332.0,91.0,53.0,
SR2,KT3AA,SR2KT3AA,GBK604202,230/115,300,2019.0,2023-09-28,2023-10-06,14590,26390,82,74.0,17344,5825.0,25660,26205,6385.0,2477.0,56.0,50.0,
SR2,KT3AA,SR2KT3AA,GBK604202,230/115,300,2019.0,2024-01-14,2024-02-09,11900,27750,1135,197.0,19211,9770.0,46607,39659,8685.0,8962.0,8962.0,44.0,
SR2,KT3AB,SR2KT3AB,GBK604202,230/115,300,2019.0,2024-01-14,2024-02-09,12520,25190,1182,120.0,20347,11969.0,30928,60447,12732.0,6957.0,282.0,44.0,
SR2,KT3AB,SR2KT3AB,GBK604202,230/115,300,2019.0,2023-09-28,2023-10-07,3840,17480,118,56.0,24506,7184.0,39743,36777,7856.0,2608.0,59.0,50.0,
SR2,KT3AC,SR2KT3AC,GBK604202,230/115,300,2019.0,2024-01-14,2024-01-28,16170,23740,1080,84.0,15550,12277.0,20452,72893,15913.0,12511.0,327.0,44.0,
SR2,KT3AC,SR2KT3AC,GBK604202,230/115,300,2019.0,2023-09-28,2023-10-06,3110,11410,228,55.0,31141,9398.0,19179,50421,10473.0,3999.0,75.0,50.0,
SR2,KT4AA,SR2KT4AA,408030,230/115,300,2009.0,2023-09-28,2023-10-06,15250,36550,53,51.0,14727,6192.0,3417,17905,11134.0,2149.0,149.0,60.0,
SR2,KT4AA,SR2KT4AA,408030,230/115,300,2009.0,2024-03-18,2024-05-31,6758,35502,420,146.0,17878,3458.0,5493,15468,2131.0,1317.0,436.0,64.0,
SR2,KT4AB,SR2KT4AB,408030,230/115,300,2009.0,2024-03-18,2024-05-21,5607,32420,245,35.0,22730,5507.0,2682,24116,3272.0,723.0,20.0,64.0,
SR2,KT4AB,SR2KT4AB,408030,230/115,300,2009.0,2023-09-28,2023-10-05,16600,26060,31,32.0,13449,7453.0,1658,23046,16085.0,2135.0,219.0,60.0,
SR2,KT4AC,SR2KT4AC,408030,230/115,300,2009.0,2024-03-08,2024-05-31,6650,38137,310,36.0,17817,5365.0,3561,22567,3566.0,698.0,21.0,64.0,
SR2,KT4AC,SR2KT4AC,408030,230/115,300,2009.0,2023-09-28,2023-10-07,7410,20210,19,18.0,24894,11444.0,2515,28251,25106.0,2333.0,248.0,60.0,
SRT,KT1AA,SRTKT1AA,AV69090T11,230/121/33,,1999.0,2023-12-08,2024-01-27,15362,26906,518,104.0,88,17.0,84,27,3.0,20.0,1.0,59.0,
SRT,KT1AB,SRTKT1AB,AV69090T11,230/121/33,,1999.0,2023-12-08,2024-01-27,1398,22805,410,82.0,111,15.0,81,27,3.0,12.0,1.0,59.0,
SRT,KT1AC,SRTKT1AC,AV69090T11,230/121/33,,1999.0,2023-12-08,2024-01-27,9235,21941,478,102.0,204,18.0,124,36,4.0,10.0,1.0,59.0,
SRT,KT2AA,SRTKT2AA,AV69090T12,230/121/33,,1999.0,2023-12-08,2024-01-26,13762,24645,518,113.0,175,27.0,153,51,8.0,22.0,1.0,56.0,
SRT,KT2AB,SRTKT2AB,AV69090T12,230/121/33,,1999.0,2023-12-08,2024-01-26,17045,22928,394,81.0,130,31.0,104,179,52.0,38.0,3.0,56.0,
SRT,KT2AC,SRTKT2AC,AV69090T12,230/121/33,,1999.0,2023-12-08,2024-01-26,15802,22049,404,72.0,162,24.0,140,57,10.0,33.0,1.0,56.0,
SS,KT1A,SSKT1A,8P9098T1,115/22,50,,2022-11-22,2022-12-02,6357,37238,441,123.0,12210,5026.0,1559,51506,1031.0,5701.0,117.0,51.0,
SS,KT2A,SSKT2A,8P9098T2,115/22,50,,2022-11-22,2022-12-09,6413,42439,484,157.0,10360,4412.0,2411,53466,9245.0,4847.0,127.0,50.0,
STB,KT4AA,STBKT4AA,26769,230/69,200,,2023-11-23,2023-12-29,16154,40458,2053,267.0,9885,1040.0,4096,1530,89.0,278.0,14.0,56.0,
STB,KT4AB,STBKT4AB,26769,230/69,200,,2023-11-23,2023-12-29,21086,44987,2424,338.0,7887,982.0,3467,1378,78.0,284.0,15.0,56.0,
STB,KT4AC,STBKT4AC,26769,230/69,200,,2023-11-23,2023-12-29,22716,43095,2316,288.0,7210,1179.0,3601,3102,306.0,490.0,23.0,56.0,
SU2,KT1AA,SU2KT1AA,A1Z69040T4-1,230/121/22,200,,2024-02-18,2024-03-03,6463,48835,1812,105.0,723,643.0,77,606,36.0,166.0,0.0,0.0,
SU2,KT1AC,SU2KT1AC,A1Z69040T4-1,230/121/22,200,,2024-02-18,2024-03-03,5017,53301,954,73.0,699,575.0,67,721,61.0,164.0,0.0,49.0,
SUK,KT1A,SUKKT1A,T943037,115/34.5/11,50,2009.0,2020-07-18,2020-08-25,4575,53853,1494,342.0,8962,1121.0,9819,1659,106.0,23.0,0.0,52.0,
TH,KT1A,THKT1A,60492-003,115/22,31,,2022-11-21,2022-12-01,7135,29737,417,44.0,17315,5977.0,1390,44592,7739.0,3404.0,141.0,36.0,
TH,KT1A,THKT1A,60492-003,115/22,31,,2024-01-30,2024-03-02,9767,58400,728,122.0,71,25.0,210,189,26.0,7.0,0.0,46.0,
TH,KT2A,THKT2A,60547-001,115/22,25,1993.0,2024-01-30,2024-03-02,33672,57653,743,88.0,72,32.0,278,188,62.0,18.0,0.0,56.0,
TK2,KT1A,TK2KT1A,AN69001T31,115/69/22,25,,2020-10-19,2020-11-22,25091,62235,1155,31.0,19,1.0,0,2,1.0,4.0,1.0,55.0,
TK2,KT2A,TK2KT2A,AN69003T4-1,115/69/22,25,2005.0,2020-10-19,2020-11-22,18724,66746,1131,57.0,32,2.0,0,8,1.0,4.0,1.0,55.0,
TL3,KT1AA,TL3KT1AA,AQ69008T1-2,230/121/22,,2006.0,2023-09-21,2023-09-24,6542,23694,147,49.0,27439,9088.0,12756,55072,14950.0,3891.0,108.0,,
TL3,KT1AB,TL3KT1AB,AQ69008T1-2,230/121/22,,2006.0,2023-09-21,2023-09-25,6212,15158,164,52.0,26828,8275.0,12025,49912,12544.0,3747.0,97.0,,
TL3,KT1AC,TL3KT1AC,AQ69008T1-2,230/121/22,,2006.0,2023-09-21,2023-09-25,13761,20806,152,66.0,31254,9081.0,13435,53251,13216.0,3837.0,91.0,,
TL3,KT2AA,TL3KT2AA,5BK012702,230/121,,2004.0,2023-09-21,2023-09-25,8362,22445,140,66.0,22419,7833.0,4158,54109,11193.0,3659.0,169.0,,
TL3,KT2AB,TL3KT2AB,5BK012702,230/121,,2004.0,2023-09-21,2023-09-21,11504,27286,119,66.0,14398,5378.0,6773,36276,7771.0,3552.0,115.0,,
TL3,KT2AC,TL3KT2AC,5BK012702,230/121,,2004.0,2023-09-21,2023-09-24,8362,34638,194,99.0,16098,5186.0,8647,31473,6759.0,3464.0,99.0,,
TL3,KT3AA,TL3KT3AA,5BK012701,230/121/22,,2004.0,2024-03-17,2024-06-01,13702,47506,987,283.0,6667,2994.0,17584,5498,692.0,1159.0,124.0,67.0,
TL3,KT3AA,TL3KT3AA,5BK012701,230/121/22,,2004.0,2023-09-21,2023-09-24,11063,21528,103,61.0,17825,7017.0,3945,52169,10105.0,3553.0,154.0,,
TL3,KT3AB,TL3KT3AB,5BK012701,230/121/22,,2004.0,2024-03-17,2024-05-30,5507,44102,950,246.0,7917,2147.0,12688,4359,544.0,541.0,62.0,67.0,
TL3,KT3AB,TL3KT3AB,5BK012701,230/121/22,,2004.0,2023-09-21,2023-09-23,11622,25711,84,59.0,13748,5388.0,6659,37386,7716.0,3465.0,112.0,,
TL3,KT3AC,TL3KT3AC,5BK012701,230/121/22,200,2004.0,2023-09-21,2023-09-25,4215,32415,155,85.0,18210,5297.0,10583,34507,7147.0,3585.0,94.0,,
TL3,KT3AC,TL3KT3AC,5BK012701,230/121/22,200,2004.0,2024-03-17,2024-06-01,15362,47929,963,220.0,7432,3134.0,20594,5953,801.0,1224.0,126.0,67.0,
TL3,KT4AA,TL3KT4AA,A1E69002T3-2,230/121/22,200,2011.0,2023-09-21,2023-09-24,11375,27342,127,47.0,18752,6962.0,7043,45724,13630.0,3150.0,129.0,,
TL3,KT4AA,TL3KT4AA,A1E69002T3-2,230/121/22,200,2011.0,2024-03-17,2024-05-30,12357,45674,315,97.0,11257,748.0,3462,1498,216.0,95.0,0.0,60.0,
TL3,KT4AB,TL3KT4AB,A1E69002T3-2,230/121/22,200,2011.0,2023-09-21,2023-09-25,4105,16909,50,37.0,33068,8825.0,9559,54035,14672.0,3381.0,115.0,,
TL3,KT4AB,TL3KT4AB,A1E69002T3-2,230/121/22,200,2011.0,2024-03-17,2024-05-31,12802,49634,381,132.0,14768,1222.0,6471,2035,224.0,178.0,0.0,60.0,
TL3,KT4AC,TL3KT4AC,A1E69002T3-2,230/121/22,200,2011.0,2024-03-17,2024-05-30,13556,43643,370,141.0,16694,1405.0,7081,2232,261.0,208.0,0.0,60.0,
TM,KT1AA,TMKT1AA,840900018,115/22,30,1998.0,2023-10-08,2023-12-02,2894,41129,256,63.0,14198,1597.0,8237,8376,1869.0,1370.0,123.0,63.0,
TM,KT1AC,TMKT1AC,840900018,115/22,30,1998.0,2023-10-08,2023-12-02,7073,26347,496,122.0,13846,4145.0,2951,32930,6677.0,2132.0,137.0,63.0,
TM,KT2AA,TMKT2AA,60841-001,115/22,40,1999.0,2023-10-08,2023-12-09,17365,30714,938,231.0,9811,2532.0,11162,7872,1112.0,1344.0,39.0,53.0,
TM,KT2AC,TMKT2AC,60841-001,115/22,40,1999.0,2023-10-08,2023-12-02,12973,37816,954,213.0,13611,2194.0,13050,4418,468.0,931.0,26.0,53.0,
TPR,KT1AA,TPRKT1AA,GBK600002,230/121/22,300,2013.0,2023-11-12,2023-12-03,8170,24780,890,197.0,6016,5298.0,42323,27335,6079.0,4591.0,82.0,54.0,
TPR,KT1AA,TPRKT1AA,GBK600002,230/121/22,300,2013.0,2020-11-21,2020-12-04,4309,24660,826,233.0,32195,3440.0,20038,4038,294.0,0.0,0.0,62.0,
TPR,KT1AB,TPRKT1AB,GBK600002,230/121/22,300,2013.0,2023-11-12,2023-12-10,5070,20340,2036,167.0,21559,7085.0,41650,40406,8494.0,5049.0,93.0,54.0,
TPR,KT1AB,TPRKT1AB,GBK600002,230/121/22,300,2013.0,2020-11-21,2020-12-01,6025,27694,787,215.0,26886,3299.0,19636,4019,295.0,0.0,0.0,62.0,
TPR,KT1AC,TPRKT1AC,GBK600002,230/121/22,300,2013.0,2023-11-12,2023-12-01,3045,14310,3329,303.0,9314,7690.0,57951,45765,9943.0,23.0,86.0,54.0,
TPR,KT1AC,TPRKT1AC,GBK600002,230/121/22,300,2013.0,2020-11-21,2020-12-04,3161,36234,829,266.0,25918,2736.0,17011,3321,269.0,0.0,0.0,62.0,
TPR,KT3AA,TPRKT3AA,98900011,230/72.5,,,2023-11-12,2023-12-10,7440,9920,759,208.0,30569,5439.0,33717,5550,4456.0,3976.0,32.0,50.0,
TPR,KT3AB,TPRKT3AB,98900011,230/72.5,,,2023-11-12,2023-12-11,6010,18650,7664,88.0,3309,7417.0,48599,3560,8529.0,4665.0,51.0,50.0,
TPR,KT3AC,TPRKT3AC,98900011,230/72.5,,,2023-11-12,2023-12-11,2515,23450,2192,148.0,9137,5303.0,35571,9498,5210.0,2407.0,45.0,50.0,
TPR,KT4AA,TPRKT4AA,98900012,230/72.5,,,2023-11-12,2023-12-10,8780,14110,3516,126.0,4621,5704.0,39283,9085,4872.0,2086.0,37.0,50.0,
TPR,KT4AB,TPRKT4AB,98900012,230/72.5,,,2023-11-12,2023-12-11,8060,17780,7369,95.0,30031,6352.0,46734,24211,6882.0,4522.0,40.0,50.0,
TPR,KT4AC,TPRKT4AC,98900012,230/72.5,,,2023-11-12,2023-12-11,6820,15220,5726,52.0,28803,6382.0,51743,23603,5771.0,3560.0,37.0,50.0,
TS,KT2A,TSKT2A,9711291103,230/121/33,200,2013.0,2023-10-06,2023-11-21,38070,42290,4141,188.0,0,10.0,0,0,2.0,120.0,1.0,50.0,
TTK,KT1AA,TTKKT1AA,AE69040T1-1,500,200,,2019-05-18,2019-06-01,5080,35286,162,321.0,2799,371.0,758,348,16.0,54.0,0.0,62.0,
TTK,KT1AB,TTKKT1AB,AE69040T1-2,500,200,,2019-05-18,2019-06-03,4890,34788,268,299.0,2563,373.0,1657,356,44.0,46.0,0.0,60.0,
TTK,KT1AC,TTKKT1AC,AE69040T1-3,500,200,,2019-05-18,2019-06-02,2950,30196,148,331.0,3171,443.0,827,402,20.0,63.0,0.0,62.0,
TTK,KT2AA,TTKKT2AA,AE69040T2-1,525,200,,2019-05-18,2019-06-03,3605,33889,249,384.0,3784,739.0,2544,544,0.0,175.0,0.0,60.0,
TTK,KT2AB,TTKKT2AB,AE69040T2-2,525/242/22,200,,2019-05-18,2019-06-03,3117,30788,208,394.0,3544,755.0,2117,481,0.0,169.0,0.0,62.0,
TTK,KT2AC,TTKKT2AC,AE69040T2-3,525/242/22,200,,2019-05-18,2019-06-03,5740,34382,155,369.0,2451,759.0,1644,456,72.0,142.0,0.0,63.0,
TTK,KT3AA,TTKKT3AA,95768,500,200,,2020-11-14,2020-11-29,21877,63311,101,349.0,1220,492.0,182,372,66.0,0.0,0.0,,
TTK,KT3AA,TTKKT3AA,95768,500,200,,2019-05-18,2019-06-01,8231,36176,260,200.0,963,317.0,212,245,22.0,89.0,0.0,58.0,
TTK,KT3AB,TTKKT3AB,95769,500,200,,2020-11-14,2020-11-29,24213,62786,135,251.0,1006,500.0,128,323,63.0,0.0,0.0,,
TTK,KT3AB,TTKKT3AB,95769,500,200,,2019-05-18,2019-06-03,9611,30276,436,151.0,862,312.0,874,219,54.0,73.0,0.0,61.0,
TTK,KT3AC,TTKKT3AC,95770,500,200,,2020-11-14,2020-11-29,28122,63461,184,243.0,583,431.0,156,339,65.0,0.0,0.0,,
TTK,KT3AC,TTKKT3AC,95770,500,200,,2019-05-18,2019-06-03,6421,31602,418,119.0,466,241.0,1180,514,0.0,85.0,0.0,60.0,
TW,KT1AA,TWKT1AA,4710127,230/121/22,120/160/200,2019.0,2023-09-28,2023-10-07,4920,49480,77,83.0,406,232.0,1986,284,19.0,70.0,2.0,48.0,
TW,KT1AB,TWKT1AB,4710127,230/121/22,120/160/200,2019.0,2023-09-28,2023-10-06,8550,54440,143,141.0,6812,434.0,3247,434,24.0,80.0,3.0,48.0,
TW,KT1AC,TWKT1AC,4710127,230/121/22,120/160/200,2019.0,2023-09-28,2023-09-06,5140,52850,853,107.0,8003,457.0,3220,797,120.0,254.0,1.0,48.0,
TW,KT2AA,TWKT2AA,4710128,230/121/22,120/160/200,2019.0,2023-09-28,2023-10-06,17600,49890,85,86.0,5319,458.0,3109,538,32.0,79.0,3.0,47.0,
TW,KT2AB,TWKT2AB,4710128,230/121/22,120/160/200,2019.0,2023-09-28,2023-10-08,18150,55560,107,109.0,935,92.0,700,80,5.0,19.0,2.0,47.0,
TW,KT2AC,TWKT2AC,4710128,230/121/22,120/160/200,2019.0,2023-09-28,2023-10-07,34580,57200,91,95.0,385,92.0,544,94,33.0,22.0,2.0,47.0,
