Year (พ.ศ.),Year (ค.ศ.),Month,No.,Chilled/Frozen Fresh Shrimp Quantity (Tons),Chilled/Frozen Fresh Shrimp Value (Million Baht),Dried Shrimp Quantity (Tons),Dried Shrimp Value (Million Baht),Boiled or Steamed Shrimp Quantity (Tons),Boiled or Steamed Shrimp Value (Million Baht),Shrimp in Airtight Containers Quantity (Tons),Shrimp in Airtight Containers Value (Million Baht),Preserved or Processed Shrimp Quantity (Tons),Preserved or Processed Shrimp Value (Million Baht),Shrimp Quantity (Tons),Shrimp Value (Million Baht),Chilled/Frozen Fresh Squid Quantity (Tons),Chilled/Frozen Fresh Squid Value (Million Baht),Dried Squid Quantity (Tons),Dried Squid Value (Million Baht),Processed or Preserved Squid Quantity (Tons),Processed or Preserved Squid Value (Million Baht),Smoked squid Quantity (Tons),Smoked squid Value (Million Baht),Squid Quantity (Tons),Squid Value (Million Baht),Chilled/Frozen Fresh Fish (including liver and roe) Quantity (Tons),Chilled/Frozen Fresh Fish (including liver and roe) Value (Million Baht),Chilled/Frozen Fish Fillets Quantity (Tons),Chilled/Frozen Fish Fillets Value (Million Baht),Dried Fish Quantity (Tons),Dried Fish Value (Million Baht),Live Fish and Fish Breeding Stock Quantity (Tons),Live Fish and Fish Breeding Stock Value (Million Baht),Fish Quantity (Tons),Fish Value (Million Baht),Canned Tuna Quantity (Tons),Canned Tuna Value (Million Baht),Canned Sardines Quantity (Tons),Canned Sardines Value (Million Baht),Other Canned Fish Quantity (Tons),Other Canned Fish Value (Million Baht),Canned Crab Quantity (Tons),Canned Crab Value (Million Baht),Other Canned Seafood Quantity (Tons),Other Canned Seafood Value (Million Baht),Canned Products Quantity (Tons),Canned Products Value (Million Baht),Canned Dog and Cat Food Quantity (Tons),Canned Dog and Cat Food Value (Million Baht),Processed Seafood Products Quantity (Tons),Processed Seafood Products Value (Million Baht),Processed Tuna Products Quantity (Tons),Processed Tuna Products Value (Million Baht),Preserved or Processed Crab Quantity (Tons),Preserved or Processed Crab Value (Million Baht),Other Processed Seafood Products Quantity (Tons),Other Processed Seafood Products Value (Million Baht),Other Fishery Products Quantity (Tons),Other Fishery Products Value (Million Baht),Grand Total Quantity (Tons),Grand Total Value (Million Baht),Price baht to usd
2557,2014,12,96,7311.47,2382.83,86.98,59.05,0.12,0.02,110.82,34.29,7519.99,2917.06,15029.38,5393.24,3163.55,569.4,40.14,19.21,648.83,140.65,0.75,0.09,3853.26,729.35,16794.62,635.72,6047.38,820.12,8018.72,347.29,370.83,75.92,31231.55,1879.04,47992.55,5995.28,6960.23,515.52,4679.79,549.92,239.23,146.96,1852.01,197.74,61723.81,7405.41,5417.94,540.78,6959.62,786.55,916.85,133.96,134.78,35.81,13429.18,1497.12,29838.24,1749.12,155105.42,18653.27,32.9
2558,2015,1,97,6585.29,2130.4,77.59,57.87,0.07,0.03,95.44,31.01,6157.75,2315.76,12916.15,4535.07,3956.86,719.1,91.95,41.65,601.19,131.58,0.57,0.16,4650.56,892.49,16288.98,577.65,5021.59,746.38,7362.7,344.93,385.49,74.25,29058.75,1743.2,41942.1,5236.1,6623.99,489.2,4838.5,626.48,171.39,103.79,1546.58,166.9,55122.54,6622.47,5731.21,563.8,5902.54,661.24,704.85,93.93,111.2,31.15,12449.79,1350.12,27420.56,1750.47,141618.36,16893.82,32.72
2558,2015,2,98,4702.03,1397.48,19.46,13.42,1.2,0.93,102.93,26.85,5447.5,2063.25,10273.11,3501.93,4069.0,701.16,23.26,8.34,420.22,93.07,1.34,0.28,4513.82,802.86,12441.17,480.6,4582.77,641.16,4826.08,235.55,430.5,79.24,22280.52,1436.56,41944.08,5009.15,6619.85,484.37,3515.08,467.78,79.27,49.77,1726.64,179.74,53884.92,6190.81,5473.17,553.78,5217.86,589.25,1075.67,142.25,84.38,15.31,11851.07,1300.6,27727.07,1762.03,130530.51,14994.79,32.35
2558,2015,3,99,5318.47,1619.41,56.09,26.75,0.26,0.15,118.86,46.83,6082.77,2217.12,11576.44,3910.26,5208.77,911.28,65.14,20.29,561.52,121.38,0.04,0.03,5835.47,1052.98,13626.67,495.83,6095.3,905.84,7153.59,312.54,419.61,86.13,27295.17,1800.33,50575.65,5924.35,4712.49,345.31,5198.96,587.78,198.51,96.8,1816.0,184.58,62501.61,7138.82,5516.04,566.61,5724.01,655.95,993.09,124.86,97.64,23.15,12330.78,1370.57,33375.91,2031.4,152915.37,17304.37,32.53
2558,2015,4,100,4674.4,1359.21,55.58,38.54,1.36,1.23,55.17,34.23,5263.18,1897.03,10049.68,3330.24,5254.93,882.97,89.94,28.58,484.32,103.05,0.0,0.0,5829.18,1014.6,13552.6,477.36,5370.47,786.48,6189.64,277.14,373.64,75.3,25486.34,1616.28,44583.42,5149.8,4088.43,286.54,3679.27,478.42,69.1,36.47,1592.08,169.42,54012.29,6120.64,5378.25,555.8,5139.87,607.16,1112.3,137.92,98.35,20.9,11728.76,1321.77,29989.46,1908.33,137095.73,15311.86,33.01
2558,2015,5,101,6532.58,1862.57,35.62,21.39,0.81,0.57,58.86,22.92,6482.34,2201.66,13110.21,4109.11,4833.57,857.33,70.42,23.59,588.48,118.81,0.0,0.0,5492.47,999.73,13302.23,505.43,5774.66,836.55,4724.68,221.51,377.12,75.19,24178.69,1638.68,48209.98,5417.74,5920.22,410.11,4766.48,508.93,119.68,73.01,1725.79,164.78,60742.14,6574.57,5094.71,500.92,5272.17,613.77,680.09,67.3,109.83,26.24,11156.8,1208.23,29831.03,1789.73,144511.34,16320.06,33.69
2558,2015,6,102,6253.36,1835.21,43.4,32.34,0.89,0.82,112.43,39.77,6226.06,2183.7,12636.12,4091.83,5316.25,945.56,65.58,20.55,545.53,122.29,0.0,0.0,5927.36,1088.41,12295.43,460.84,5333.05,801.6,5936.85,288.43,327.19,66.77,23892.52,1617.64,48339.27,5552.83,6710.85,462.02,5412.12,668.86,117.17,80.13,1961.3,209.48,62540.71,6973.32,5526.33,559.85,5384.17,653.61,1036.78,128.48,107.95,20.1,12055.22,1362.04,25256.74,1734.39,142308.66,16867.64,33.79
2558,2015,7,103,6183.56,1876.06,33.94,26.46,1.04,0.91,108.55,34.68,7305.43,2508.02,13632.52,4446.14,4644.88,835.17,43.09,14.71,621.55,138.12,0.0,0.0,5309.52,988.0,11977.85,533.92,5742.68,831.34,2488.74,152.39,339.05,67.75,20548.32,1585.4,47740.35,5672.83,4733.85,354.85,4417.34,627.72,194.22,115.54,2229.01,222.62,59314.77,6993.56,5394.09,586.69,5446.14,671.08,1244.71,156.63,123.39,34.74,12208.34,1449.15,26324.72,1683.58,137338.18,17145.83,34.99
2558,2015,8,104,6328.21,1921.76,25.6,17.06,0.07,0.12,84.21,15.28,7990.32,3210.33,14428.41,5164.54,3704.11,654.31,32.39,14.09,503.67,109.77,0.0,0.0,4240.17,778.17,11770.01,543.04,4835.38,834.2,3809.65,271.46,351.04,67.52,20766.07,1716.22,43282.72,5147.01,6001.07,433.79,4178.63,519.77,127.94,65.62,1983.99,228.24,55574.35,6394.43,5713.95,601.65,5875.28,739.29,783.49,108.84,185.0,48.93,12557.73,1498.71,23874.91,1548.64,131441.63,17100.71,35.82
2558,2015,9,105,7796.22,2385.89,32.51,24.5,0.07,0.13,55.04,32.83,9664.06,3650.87,17547.9,6094.23,4303.25,832.6,57.8,32.66,709.89,166.54,0.0,0.0,5070.94,1031.8,10621.0,484.83,5074.45,784.05,3760.33,288.29,389.61,73.99,19845.39,1631.16,45596.27,5659.63,6167.7,485.38,4355.86,567.09,184.6,120.32,1837.69,211.04,58142.12,7043.45,5608.22,602.82,6111.18,763.13,698.9,83.6,210.16,60.0,12628.47,1509.56,22263.68,1537.89,135498.5,18848.08,36.36
2558,2015,10,106,9499.87,2824.92,40.88,32.22,1.62,1.16,106.44,31.93,10199.82,3859.25,19848.62,6749.48,4250.22,853.11,30.53,18.98,658.32,145.97,0.0,0.0,4939.06,1018.05,10866.44,408.41,5951.51,966.98,4284.43,283.37,325.47,72.32,21427.84,1731.08,41742.36,5334.72,6987.46,536.4,4534.29,564.32,181.15,111.87,1937.36,196.37,55382.62,6743.67,5753.63,640.54,5722.02,718.78,824.6,106.73,196.17,62.68,12496.42,1528.72,24743.77,1619.87,138838.32,19390.88,35.59
2558,2015,11,107,9746.63,2794.62,31.48,24.58,0.11,0.13,79.19,31.01,8521.14,3086.01,18378.55,5936.35,4414.69,820.14,53.61,22.68,607.88,149.87,0.0,0.0,5076.18,992.7,11722.67,421.51,5349.68,861.03,4280.05,250.72,317.82,72.15,21670.23,1605.41,47707.34,5792.6,5807.97,449.75,4809.0,643.58,187.69,104.28,2077.43,209.6,60589.43,7199.82,5259.23,562.7,5551.78,722.96,526.57,56.74,163.72,37.1,11501.3,1379.5,28466.3,1806.52,145681.98,18920.3,35.79
2558,2015,12,108,10156.58,2968.27,56.47,43.14,0.6,0.56,110.76,42.27,7029.4,2545.88,17353.81,5600.12,5414.03,893.86,66.17,34.21,556.78,136.51,0.0,0.0,6036.98,1064.58,12170.33,504.51,5601.77,900.12,3584.15,222.18,367.79,78.77,21724.03,1705.58,49944.29,6142.98,7369.74,565.22,4268.2,598.28,172.28,96.22,2018.55,232.05,63773.07,7634.76,5202.97,531.4,5783.04,736.34,211.32,19.87,178.75,52.69,11376.09,1340.31,25524.26,1704.89,145788.24,19050.24,36.02
2559,2016,1,109,8177.3,2301.54,59.85,48.12,1.68,1.46,94.69,26.31,5339.76,1926.46,13673.27,4303.88,3721.53,664.22,28.06,9.46,415.73,102.39,0.0,0.0,4165.31,776.06,10571.22,455.15,5478.24,908.32,3032.71,212.58,382.2,86.39,19464.37,1662.44,40483.17,4934.75,4665.25,383.33,3133.19,441.52,94.23,44.96,1535.34,159.55,49911.17,5964.12,5255.51,536.16,4411.98,566.24,625.77,75.22,114.58,18.23,10407.85,1195.86,19839.74,1303.59,117461.7,15205.95,35.71
2559,2016,2,110,7279.35,2136.59,23.85,18.77,0.08,0.14,119.45,23.92,4992.19,1827.4,12414.92,4006.82,2469.39,537.24,53.5,39.31,500.18,91.84,0.0,0.0,3023.06,668.39,10910.01,487.89,4748.3,783.8,4126.09,336.55,419.05,86.02,20203.45,1694.26,47311.87,5645.74,4896.96,376.6,3555.37,474.71,101.59,59.48,1722.97,202.86,57588.76,6759.39,4956.66,533.69,4579.56,572.22,516.4,66.99,86.45,12.13,10139.06,1185.04,27715.17,1819.39,131084.42,16133.29,35.61
2559,2016,3,111,9305.33,2697.0,23.73,16.68,0.4,0.32,78.85,24.96,6350.27,2293.1,15758.58,5032.05,4422.8,877.62,32.08,20.21,510.3,125.52,0.0,0.0,4965.18,1023.34,11618.63,508.63,5814.76,916.1,5147.38,307.31,404.93,85.65,22985.7,1817.69,49910.06,6022.71,5546.1,420.6,3702.89,463.7,109.98,62.49,1808.63,218.71,61077.66,7188.22,6300.68,664.79,5722.73,710.01,832.37,103.21,147.16,32.98,13002.94,1511.0,34634.48,1964.28,152424.53,18536.59,35.1
2559,2016,4,112,8515.7,2393.51,29.43,23.26,0.07,0.16,76.44,22.66,5240.16,1924.98,13861.8,4364.57,3979.1,833.19,34.77,31.77,591.02,129.87,0.0,0.0,4604.89,994.83,9973.97,405.24,5267.37,807.37,3939.05,228.91,316.53,74.02,19496.92,1515.54,38932.67,4804.02,3407.38,255.31,2865.51,386.57,51.32,26.22,1429.24,168.09,46686.11,5640.2,5041.78,547.02,4595.24,609.8,488.87,57.59,102.36,21.41,10228.24,1235.83,27001.34,1547.49,121879.3,15298.45,34.89
2559,2016,5,113,12372.15,3434.91,30.29,23.07,0.08,0.16,82.91,19.12,6238.67,2317.53,18724.1,5794.78,4617.74,912.83,41.19,24.78,665.75,137.88,0.0,0.0,5324.68,1075.49,10506.26,461.48,4982.86,778.32,5417.38,322.19,307.26,71.65,21213.76,1633.64,48499.84,6033.69,4727.74,358.86,4745.58,561.29,97.56,40.4,1660.8,188.03,59731.52,7182.26,5703.42,592.58,5068.67,634.63,764.02,91.51,99.73,16.95,11635.84,1335.67,33530.25,1753.3,150160.15,18775.15,35.76
2559,2016,6,114,11923.29,3432.3,33.99,24.9,0.08,0.16,58.04,23.53,7384.06,2762.75,19399.45,6243.64,4186.49,905.06,50.05,25.08,606.26,130.21,0.0,0.0,4842.79,1060.35,10680.63,497.16,5024.04,831.17,3322.26,223.96,303.62,64.81,19330.55,1617.1,45123.79,5871.36,4767.86,360.99,4537.45,558.93,136.14,64.91,1798.55,212.09,56363.79,7068.3,5802.47,628.75,5048.25,644.28,514.74,65.51,134.98,33.54,11500.44,1372.08,35527.73,1939.51,146964.75,19300.98,35.1
2559,2016,7,115,10409.77,3125.93,29.52,22.22,0.06,0.13,70.23,27.49,6872.17,2573.75,17381.73,5749.52,3695.83,803.27,37.24,21.75,786.18,163.91,0.0,0.0,4519.25,988.93,9705.83,454.75,4555.87,761.63,4244.68,281.47,294.48,61.45,18800.86,1559.31,43837.93,5756.26,3613.18,282.4,3819.99,507.23,199.37,101.07,1763.37,203.21,53233.84,6850.16,5550.7,584.89,5000.27,631.65,624.49,89.29,166.18,55.79,11341.64,1361.62,32723.4,1837.89,138000.71,18347.43,34.76
2559,2016,8,116,9255.48,2898.32,53.14,42.68,0.04,0.13,93.92,26.96,7581.73,2848.86,16984.32,5816.95,3097.43,669.76,54.65,15.97,718.84,160.12,0.08,0.08,3870.99,845.93,7943.55,388.13,5132.91,846.73,5006.2,324.54,297.24,66.53,18379.9,1625.93,43614.85,5725.94,3746.95,283.23,3912.5,512.94,182.96,90.07,1765.84,213.78,53223.1,6825.96,6102.59,660.65,4880.86,619.57,415.43,65.97,163.44,39.98,11562.32,1386.16,28786.77,1725.0,132807.4,18225.93,34.62
2559,2016,9,117,11340.75,3567.34,32.58,25.41,0.0,0.0,70.17,21.28,9296.33,3584.93,20739.82,7198.96,3833.04,870.96,23.17,20.94,647.63,157.53,0.0,0.0,4503.84,1049.43,10029.34,512.35,5352.46,875.63,6103.51,404.4,310.48,66.75,21795.79,1859.13,47716.21,6093.3,3291.08,266.33,3461.93,463.03,137.07,65.19,2057.29,226.0,56663.59,7113.85,6764.6,719.95,5571.4,731.99,831.12,117.36,168.25,39.78,13335.37,1609.08,24096.47,1543.88,141134.88,20374.34,34.58
2559,2016,10,118,11225.76,3493.42,32.71,23.94,0.0,0.0,67.97,23.74,9057.08,3446.52,20383.51,6987.62,4182.65,918.39,33.25,26.48,714.02,166.7,0.0,0.0,4929.91,1111.57,11066.55,549.42,5185.81,797.78,5845.3,328.22,314.23,70.86,22411.9,1746.28,47470.48,6349.42,5444.77,393.36,3806.6,521.27,154.65,79.47,2205.59,250.33,59082.1,7593.86,6515.57,685.99,5476.1,712.35,859.22,115.88,198.83,53.19,13049.72,1567.41,24494.74,1503.47,144351.88,20510.2,35.02
2559,2016,11,119,12887.81,3809.52,42.75,33.19,0.0,0.0,77.49,29.85,9012.12,3489.43,22020.17,7361.99,4246.46,995.07,44.71,32.21,679.66,165.01,0.0,0.0,4970.82,1192.29,9601.87,478.41,5279.41,830.57,5105.84,343.52,329.9,69.41,20317.03,1721.91,58419.09,5772.32,4513.66,351.24,3501.97,456.49,148.67,83.66,701.31,83.18,67284.7,6746.88,6851.78,699.54,7342.71,964.6,1385.42,209.19,209.14,63.01,15789.06,1936.34,27001.8,1753.3,157383.58,20712.71,35.69
2559,2016,12,120,10756.88,3193.55,90.0,69.24,0.0,0.0,107.33,24.02,7145.57,2669.84,18099.78,5956.65,4144.94,1028.09,24.82,22.85,620.01,146.85,0.0,0.0,4789.76,1197.79,10917.11,612.02,4480.85,779.23,5262.03,343.14,323.17,71.73,20983.16,1806.12,42681.96,5900.35,5468.59,410.22,3678.76,462.0,116.66,45.08,337.34,52.24,52283.31,6869.89,5903.37,646.85,7303.93,969.78,1171.49,181.4,151.8,52.29,14530.59,1850.32,21908.98,1445.01,132595.58,19125.77,35.84
2560,2017,1,121,7055.48,2069.69,,,,,137.5,55.51,5281.08,1973.13,12474.06,4098.33,3257.45,849.96,76.55,45.05,457.04,108.92,,,3791.04,1003.93,8607.0,447.08,3414.64,634.89,3156.73,214.75,323.21,72.8,15501.57,1369.52,37631.5,5278.59,2885.54,228.75,3026.52,397.98,122.61,62.27,620.08,73.42,44286.25,6041.01,5646.69,608.51,5837.19,730.49,483.83,74.4,108.53,37.12,12076.23,1450.52,21430.24,1265.4,109559.39,15228.71,35.08
2560,2017,2,122,6866.92,2044.81,,,,,116.4,46.58,5133.53,1939.16,12116.85,4030.54,3310.77,868.73,5.55,5.77,545.44,140.19,,,3861.76,1014.69,10021.78,478.07,3652.27,604.35,5140.63,325.79,282.08,64.67,19096.76,1472.89,41972.95,5796.22,3000.4,231.96,3181.7,418.46,79.35,43.01,995.8,110.99,49230.2,6600.63,5713.79,621.54,5733.3,737.65,791.25,111.14,91.33,18.07,12329.67,1488.41,23025.12,1413.36,119660.36,16020.52,34.93
2560,2017,3,123,8690.79,2579.89,,,,,146.26,76.64,7072.26,2694.11,15909.32,5350.63,5003.95,1300.15,46.24,19.0,612.65,165.24,,,5662.84,1484.39,12603.68,664.0,5276.9,859.91,3637.78,266.97,295.62,77.72,21813.99,1868.6,43498.47,6106.19,4132.09,316.38,3693.08,505.79,94.86,42.84,644.63,90.66,52063.12,7061.86,6051.01,668.89,6555.52,825.04,138.25,20.65,211.49,64.36,12956.27,1578.94,28273.79,1673.5,136679.33,19017.93,34.34
2560,2017,4,124,6603.13,1994.22,,,,,89.57,42.9,4640.87,1762.4,11333.58,3799.52,3616.98,939.59,13.1,12.85,450.62,117.84,,,4080.71,1070.28,8827.48,385.6,3779.01,662.88,2815.08,221.45,214.02,59.49,15635.59,1329.42,30805.25,4293.28,3031.24,227.05,2757.3,347.44,36.31,20.0,569.99,75.76,37200.09,4963.53,4714.14,537.04,4741.61,565.25,9.96,1.63,108.72,24.22,9574.43,1128.15,21616.92,1186.78,99441.32,13477.68,34.58
2560,2017,5,125,12400.86,3552.32,,,,,144.89,69.13,7133.79,2676.64,19679.53,6298.08,4738.97,1188.23,32.88,30.7,553.33,141.94,,,5325.18,1360.88,11672.49,552.15,4491.09,776.12,4390.77,351.48,282.32,71.74,20836.67,1751.5,44407.88,6269.83,4568.26,333.0,4175.12,550.8,95.02,55.01,641.69,70.73,53887.97,7279.37,6476.21,707.66,6609.63,800.69,260.76,39.57,105.39,19.35,13451.99,1567.27,27308.86,1593.09,140490.21,19850.19,34.03
2560,2017,6,126,13023.65,3806.57,,,,,147.94,73.88,7712.24,2882.53,20883.83,6762.98,5006.39,1272.74,22.02,18.68,600.36,166.16,,,5628.77,1457.59,11944.12,588.44,4407.16,846.79,3023.71,221.91,265.24,65.92,19640.23,1723.06,40854.31,5795.77,3932.12,289.88,4052.95,548.45,94.0,51.66,265.27,42.06,49198.65,6727.81,6183.51,697.13,6598.5,826.73,12.85,2.17,116.41,32.43,12911.27,1558.45,25578.78,1492.32,133841.53,19722.21,33.92
2560,2017,7,127,11478.93,3383.69,,,,,77.47,43.14,7471.75,2864.43,19028.15,6291.26,3836.4,937.58,13.92,12.24,546.26,129.7,,,4396.58,1079.52,11240.56,523.57,3706.75,642.62,4668.2,318.88,228.74,69.99,19844.24,1555.06,38786.0,5387.38,3921.12,294.45,3870.36,470.07,204.89,88.05,382.48,63.89,47164.85,6303.84,6030.68,649.68,6129.62,762.39,25.25,3.89,102.63,43.91,12288.19,1459.88,26881.86,1501.94,129603.87,18191.5,33.29
2560,2017,8,128,11595.19,3515.97,,,,,1013.74,330.0,8198.27,3134.55,20807.2,6980.53,3497.92,891.03,17.83,15.83,629.7,180.63,,,4145.45,1087.49,11542.93,617.45,4294.35,753.95,3227.36,222.34,239.16,74.86,19303.8,1668.6,42379.55,6001.48,5189.3,377.54,3510.62,460.31,133.02,89.49,322.19,58.14,51534.68,6986.95,6751.98,753.54,7233.66,886.42,73.82,12.66,106.39,21.0,14165.85,1673.63,21921.21,1478.0,131878.2,19875.2,33.17
2560,2017,9,129,11193.63,3289.28,,,,,1434.35,498.5,8137.34,3146.28,20765.32,6934.06,3456.62,859.7,13.41,14.92,580.99,151.07,,,4051.01,1025.68,10680.66,535.06,4143.0,713.78,4986.61,310.69,230.12,94.01,20040.39,1653.54,40209.22,5777.17,4762.92,337.62,4157.39,546.08,137.92,81.85,826.03,77.79,50093.49,6820.5,6463.03,684.88,7586.35,924.42,266.54,18.32,116.11,18.12,14432.03,1645.74,18723.71,1387.2,128105.95,19466.73,33.32
2560,2017,10,130,10588.41,3009.23,,,,,1471.53,464.58,8266.77,3154.86,20326.7,6628.67,3465.17,885.75,50.63,40.85,512.02,140.48,,,4027.81,1067.07,10766.33,507.22,4232.98,660.92,2003.8,134.55,201.37,75.01,17204.47,1377.71,40334.56,5982.42,4621.1,324.97,4022.14,509.65,176.68,100.74,265.7,35.09,49420.19,6952.88,6588.4,950.1,8218.74,998.77,418.23,45.48,143.24,38.99,15368.62,2033.35,21669.76,1400.1,128017.55,19459.77,33.22
2560,2017,11,131,10800.45,3227.5,,,,,1691.13,544.24,7945.09,2913.24,20436.68,6684.99,3180.17,855.26,48.55,22.37,653.17,187.51,,,3881.89,1065.14,11352.44,563.16,4367.66,695.59,2925.88,218.44,223.1,75.46,18869.09,1552.64,42278.07,6539.87,4336.59,311.1,3433.69,501.67,139.76,66.22,178.86,29.47,50366.97,7448.34,6598.67,728.2,8762.08,1017.32,1020.94,196.75,206.82,45.49,16588.5,1987.76,20004.06,1402.84,130147.19,20141.7,32.64
2560,2017,12,132,9700.06,2774.54,,,,,1582.73,497.95,6428.55,2382.36,17711.34,5654.85,3247.47,804.11,42.62,30.33,714.42,168.69,,,4004.52,1003.13,11604.91,556.19,3698.01,584.83,2636.67,162.56,240.97,71.02,18180.56,1374.6,38861.61,5947.19,5079.33,364.26,4561.0,729.54,79.64,47.4,390.33,43.28,48971.91,7131.66,6088.58,642.23,8555.43,961.51,211.03,23.1,162.37,30.36,15017.4,1657.2,18807.81,1174.04,122693.54,17995.49,32.55
2561,2018,1,133,7363.51,2023.43,,,,,1249.28,370.64,5155.19,1904.03,13767.98,4298.09,3654.03,932.94,32.82,28.54,529.16,149.33,0.0,0.0,4216.01,1110.82,11911.92,498.69,3713.62,602.47,3296.29,232.75,266.9,84.74,19188.73,1418.65,39661.6,6001.24,5154.88,347.45,4115.35,626.81,107.23,54.89,324.89,36.71,49363.94,7067.11,6736.95,744.07,6765.11,766.98,64.04,6.17,87.2,15.63,13653.3,1532.84,30970.69,1738.78,131160.65,17166.28,31.34
2561,2018,2,134,6810.39,1843.53,,,,,904.18,272.44,4931.54,1759.51,12646.1,3875.48,3958.44,975.82,16.42,15.08,555.12,135.84,0.0,0.0,4529.97,1126.73,9398.42,409.5,3510.01,524.77,2414.03,192.01,251.75,72.07,15574.2,1198.35,33063.05,4734.62,3843.85,279.39,3599.84,533.35,192.8,57.64,351.23,39.8,41050.77,5644.8,7018.18,711.66,6990.86,778.17,30.3,4.17,106.75,27.48,14146.08,1521.48,24667.97,1444.7,112615.1,14811.55,31.48
2561,2018,3,135,7523.77,2126.69,,,,,1389.95,420.04,5252.13,1894.9,14165.85,4441.63,3807.48,931.23,51.14,38.52,550.91,146.62,0.0,0.0,4409.53,1116.38,13579.76,635.87,4650.59,1013.49,2998.57,248.81,299.84,101.08,21528.75,1999.25,41775.96,5717.61,4552.65,318.84,4241.52,555.5,45.44,20.5,250.33,37.89,50865.89,6650.34,7428.84,751.1,7929.37,903.97,69.58,9.92,119.09,37.4,15546.88,1702.39,28925.06,1719.93,135441.95,17629.91,31.17
2561,2018,4,136,6569.34,1817.07,,,,,941.65,289.64,5054.68,1783.35,12565.66,3890.06,3288.46,799.62,34.73,34.17,507.25,125.2,2.2,1.65,3832.64,960.64,10609.09,413.31,4101.74,602.58,2041.7,166.95,332.62,85.03,17085.14,1267.88,37095.63,5018.93,3843.73,276.65,3416.7,423.22,70.63,43.06,142.13,20.08,44568.82,5781.94,6233.22,683.3,6575.26,761.18,37.83,4.21,89.86,40.15,12936.16,1488.83,23162.95,1387.73,114151.38,14777.07,31.54
2561,2018,5,137,8465.97,2247.64,,,,,1687.64,520.05,5723.45,2063.95,15877.05,4831.64,4344.39,1079.54,56.62,29.94,583.01,157.05,0.4,0.33,4984.42,1266.85,12963.39,535.23,4778.66,686.41,3277.47,241.27,385.22,84.15,21404.73,1547.06,46432.44,6307.98,4724.17,335.53,4764.27,584.17,49.05,30.94,211.52,33.5,56181.45,7292.12,7659.51,790.11,6958.43,799.45,210.78,44.39,54.93,26.05,14883.66,1660.0,24926.24,1480.44,138257.55,18078.12,32.05
2561,2018,6,138,9241.97,2465.65,,,,,1958.87,616.43,5549.18,1956.93,16750.02,5039.01,3541.76,924.96,40.32,41.52,651.79,169.75,0.05,0.05,4233.91,1136.28,11903.51,543.75,4519.15,703.24,2248.03,155.33,402.42,81.53,19073.11,1483.85,41328.27,5788.21,5129.43,379.26,5238.29,631.16,97.39,70.18,196.06,27.7,51989.44,6896.51,6830.91,768.78,6243.5,771.21,232.26,44.64,40.31,19.49,13346.98,1604.11,24125.19,1444.29,129518.64,17604.05,33.02
2561,2018,7,139,8119.43,2195.62,,,,,1931.68,609.28,5961.81,2127.8,16012.92,4932.71,3210.14,822.41,53.0,43.13,629.64,159.83,0.0,0.0,3892.78,1025.37,10279.46,427.72,4674.73,699.6,3243.24,265.96,436.59,89.07,18634.01,1482.35,43657.12,6283.17,6116.31,445.75,4577.0,543.31,86.83,59.06,130.25,31.83,54567.52,7363.12,6984.77,847.73,6435.19,791.66,94.02,22.37,110.0,48.85,13623.98,1710.62,23216.93,1392.74,129948.13,17906.9,33.19
2561,2018,8,140,8681.23,2446.34,,,,,1651.43,507.81,6938.63,2469.8,17271.3,5423.95,3191.8,841.02,18.47,17.88,719.84,212.68,1.5,1.2,3931.61,1072.79,10610.24,453.6,5134.05,730.35,3663.26,283.75,332.15,77.69,19739.71,1545.38,45927.22,6768.99,6937.42,515.3,4718.01,613.2,112.5,75.96,135.24,27.04,57830.38,8000.49,7670.53,893.14,7018.61,874.53,125.71,29.26,93.94,37.84,14908.79,1834.77,27194.25,1635.14,140876.04,19512.52,32.75
2561,2018,9,141,8394.67,2343.21,,,,,1658.32,529.87,6479.27,2382.22,16532.26,5255.29,2961.71,767.72,43.31,40.58,643.84,170.36,0.0,0.0,3648.86,978.65,10293.84,462.39,4500.38,693.24,2384.41,178.89,287.62,79.66,17466.24,1414.18,43212.79,6138.26,5338.71,408.19,3944.8,493.46,92.48,63.88,276.76,33.33,52865.54,7137.12,7081.12,857.7,7180.46,873.6,190.69,42.09,102.8,36.84,14555.06,1810.23,21579.96,1450.64,126647.92,18046.12,32.32
2561,2018,10,142,8953.53,2562.82,,,,,1934.58,596.94,7617.01,2739.05,18505.13,5898.81,3079.53,782.43,46.15,25.51,784.05,200.32,0.0,0.0,3909.72,1008.25,9438.8,394.07,5507.06,723.08,3048.81,228.3,293.98,74.02,18288.65,1419.46,48554.14,6754.94,5927.35,434.75,6396.52,829.02,106.55,82.03,390.86,51.56,61375.41,8152.3,8211.42,944.51,8015.52,975.29,508.61,93.43,132.31,48.1,16867.86,2061.32,20391.48,1326.76,139338.24,19866.91,33.11
2561,2018,11,143,9717.05,2780.01,,,,,1876.54,613.37,7328.14,2590.74,18921.72,5984.11,3470.67,929.04,19.36,21.97,711.25,181.85,0.0,0.0,4201.28,1132.87,8448.89,366.99,4893.43,674.43,2539.51,177.32,241.48,71.33,16123.31,1290.08,48991.55,7034.71,5517.12,424.38,5645.04,841.01,135.58,73.87,257.46,31.41,60546.75,8405.37,7560.52,852.55,7999.44,954.78,95.25,22.63,112.88,31.33,15768.09,1861.29,18622.82,1315.07,134183.96,19988.79,32.96
